"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"44",5.61143727959675e-209,5.87961788797418,0.935,0.173,1.68343118387903e-205,"2","H2-Aa"
"45",9.05781587061248e-142,6.3094600251398,0.838,0.153,2.71734476118375e-138,"2","H2-DMb1"
"46",1.21725128049959e-110,4.62338363410147,0.774,0.216,3.65175384149876e-107,"2","H2-DMa"
"47",7.27191351511568e-50,3.9754872280321,0.54,0.079,2.1815740545347e-46,"2","Ciita"
"48",1.68884144828168e-39,4.69343795352081,0.533,0.123,5.06652434484503e-36,"2","Olfm1"
"49",1.32103339637576e-33,5.70550736305337,0.46,0.068,3.96310018912729e-30,"2","Clec4b1"
"50",1.13125979046799e-31,3.93875202901732,0.564,0.217,3.39377937140397e-28,"2","Trerf1"
"51",1.83509221301745e-28,3.93719507064899,0.612,0.367,5.50527663905234e-25,"2","Psmb8"
"52",6.92579681588911e-26,4.00049938738237,0.4,0.052,2.07773904476673e-22,"2","Ear2"
"53",5.24847343577113e-23,4.06374548571452,0.457,0.147,1.57454203073134e-19,"2","Plxdc2"
"54",2.86601931674677e-22,3.99538170774565,0.314,0.015,8.59805795024032e-19,"2","Ramp3"
"55",5.58278525635515e-21,5.05906483630397,0.577,0.395,1.67483557690655e-17,"2","Cst3"
"56",6.41038713440627e-15,4.30421432700695,0.36,0.162,1.92311614032188e-11,"2","Nr4a3"
"57",3.13494873979736e-14,4.68060860592723,0.305,0.068,9.40484621939209e-11,"2","Dcstamp"
"58",1.3806424919166e-10,3.99339053995019,0.372,0.16,4.1419274757498e-07,"2","Tmem176a"
"59",2.93801152241142e-07,4.5433198316763,0.314,0.104,0.000881403456723427,"2","Grap2"
"60",0.00745522150060806,5.36480497798931,0.155,0.259,1,"2","Gzma"
"61",2.83188496173488e-155,4.60939676066399,0.928,0.213,8.49565488520464e-152,"3","Plac8"
"62",8.08976745625754e-131,5.35167653028118,0.928,0.299,2.42693023687726e-127,"3","Coro1a"
"63",3.51165260047573e-114,5.22576586619443,0.762,0.128,1.05349578014272e-110,"3","Hp"
"64",2.74940991897827e-108,5.67947405827739,0.73,0.077,8.24822975693482e-105,"3","Ifitm6"
"65",2.90732781327545e-104,5.17918554244183,0.765,0.155,8.72198343982635e-101,"3","Napsa"
"66",1.67313945563268e-81,4.54575082558358,0.771,0.28,5.01941836689805e-78,"3","Arhgap26"
"67",3.39953726795131e-78,4.54447274603736,0.759,0.262,1.01986118038539e-74,"3","Adgre5"
"68",4.68932524180436e-68,4.93118714642862,0.664,0.137,1.40679757254131e-64,"3","Klra2"
"69",8.50195994242074e-65,4.68768424318611,0.571,0.07,2.55058798272622e-61,"3","Sell"
"70",1.50911983444488e-58,5.41528081564259,0.742,0.335,4.52735950333463e-55,"3","Ptpn1"
"71",7.14469137245109e-58,5.0038037003227,0.693,0.298,2.14340741173533e-54,"3","Gngt2"
"72",1.95837950407061e-51,4.75944883183267,0.452,0.034,5.87513851221182e-48,"3","Ace"
"73",3.13257200737114e-45,4.72202426950444,0.47,0.089,9.39771602211342e-42,"3","I830077J02Rik"
"74",1.80127918362461e-44,4.75199313070155,0.429,0.068,5.40383755087384e-41,"3","Lrg1"
"75",1.14414702822771e-31,4.89954935962132,0.443,0.115,3.43244108468312e-28,"3","Prtn3"
"76",1.69495255424154e-30,5.04209597752084,0.388,0.081,5.08485766272461e-27,"3","Ceacam1"
"77",2.9827435164279e-27,4.41553337665312,0.449,0.116,8.94823054928368e-24,"3","Ramp1"
"78",2.22471109092981e-20,4.75241959667804,0.336,0.075,6.67413327278943e-17,"3","Arhgef37"
"79",3.03114596541359e-11,5.2382677655771,0.342,0.167,9.09343789624076e-08,"3","Pilra"
"80",0.00104325959508692,4.77701825189966,0.333,0.27,1,"3","Api5"
"81",5.61598702719846e-139,9.91821991296369,0.996,0.255,1.68479610815954e-135,"4","Dct"
"82",1.41878721719157e-138,9.60411342454713,1,0.277,4.25636165157471e-135,"4","Chchd10"
"83",1.73164097635237e-138,9.94175391341491,0.996,0.263,5.1949229290571e-135,"4","Ptgds"
"84",2.05300441214548e-138,9.23762931618536,0.996,0.267,6.15901323643644e-135,"4","Mlana"
"85",2.24372042204671e-137,10.3979589711971,0.991,0.253,6.73116126614013e-134,"4","Pmel"
"86",7.48216908460969e-134,9.77470486161526,0.991,0.213,2.24465072538291e-130,"4","Syt4"
"87",1.17691120308734e-130,9.4999367760692,0.991,0.141,3.53073360926203e-127,"4","Syne2"
"88",1.3938841400873e-126,9.8661633700172,0.982,0.115,4.1816524202619e-123,"4","Nrcam"
"89",1.37233134906361e-124,9.16699571002329,0.982,0.126,4.11699404719084e-121,"4","Pax3"
"90",9.32598345733216e-123,9.46429680330707,0.965,0.145,2.79779503719965e-119,"4","Tyr"
"91",2.46889886344413e-119,11.3224045825416,0.938,0.246,7.4066965903324e-116,"4","Chsy3"
"92",2.48192937502457e-119,9.52392967543052,0.96,0.109,7.44578812507372e-116,"4","Stox2"
"93",5.24261187985041e-116,9.85974736753517,0.938,0.205,1.57278356395512e-112,"4","Prkg1"
"94",1.49400258811623e-114,9.33137261070256,0.947,0.077,4.48200776434868e-111,"4","Sox6"
"95",3.03160754457258e-114,9.34520657144904,0.942,0.21,9.09482263371774e-111,"4","Cited1"
"96",3.33102188540181e-111,9.74044809997138,0.956,0.167,9.99306565620543e-108,"4","Ppargc1a"
"97",2.15553534662513e-105,10.5259436870991,0.92,0.089,6.4666060398754e-102,"4","Bnc2"
"98",2.58731788137065e-95,9.20410271995784,0.912,0.101,7.76195364411195e-92,"4","Etl4"
"99",2.27947417196443e-83,9.4081474495924,0.85,0.074,6.83842251589329e-80,"4","Unc5c"
"100",5.43024130133562e-83,9.60903224249343,0.854,0.11,1.62907239040069e-79,"4","Pde10a"
"101",4.70768701849771e-47,6.0493029583294,1,0.148,1.41230610554931e-43,"5","Ifit2"
"102",2.82043855373394e-42,5.74580823231403,0.974,0.287,8.46131566120183e-39,"5","Isg15"
"103",5.60793879813263e-36,6.57800857155755,0.908,0.267,1.68238163943979e-32,"5","Ifi209"
"104",4.09728320570543e-35,5.97569458430204,0.868,0.111,1.22918496171163e-31,"5","Ifit3"
"105",2.89137721458175e-34,6.28709030966522,0.842,0.093,8.67413164374524e-31,"5","Cmpk2"
"106",4.4621473511787e-32,6.81093122592637,0.934,0.259,1.33864420535361e-28,"5","Oasl2"
"107",1.66596629879874e-29,6.90932264422187,0.776,0.14,4.99789889639622e-26,"5","Usp18"
"108",1.99004549232408e-27,6.27767485168787,0.816,0.186,5.97013647697223e-24,"5","Phf11b"
"109",1.27748551499276e-26,6.75392543185198,0.895,0.356,3.83245654497829e-23,"5","Pnp"
"110",2.67759881668303e-26,5.88574375120239,0.776,0.164,8.0327964500491e-23,"5","Parp12"
"111",5.96002841333825e-22,5.64834229688019,0.697,0.15,1.78800852400147e-18,"5","Phf11d"
"112",2.99503123087484e-21,6.37250830407206,0.724,0.188,8.98509369262452e-18,"5","Znfx1"
"113",3.3929527302578e-20,5.51733026442989,0.803,0.266,1.01788581907734e-16,"5","Sp140"
"114",4.6998344093358e-20,5.70300370236534,0.684,0.148,1.40995032280074e-16,"5","Ddx58"
"115",1.93772576645806e-18,6.55678388966499,0.579,0.063,5.81317729937419e-15,"5","Ifit1bl1"
"116",6.61829215636499e-18,5.7622785597686,0.697,0.173,1.9854876469095e-14,"5","Daxx"
"117",1.36976290256445e-15,5.64779051117222,0.605,0.162,4.10928870769335e-12,"5","Oas3"
"118",1.80368518990104e-14,6.95551423083447,0.513,0.084,5.41105556970312e-11,"5","Ifit3b"
"119",6.77880417544422e-14,5.48629537367335,0.513,0.087,2.03364125263327e-10,"5","Ifi208"
"120",1.08355996585534e-10,5.90172370315062,0.5,0.159,3.25067989756601e-07,"5","H2-T22"
"121",2.04127208307792e-21,8.04476323443255,0.944,0.126,6.12381624923377e-18,"6","S100a9"
"122",3.00632139341363e-21,7.01125262094938,0.944,0.139,9.01896418024089e-18,"6","S100a8"
"123",3.54513546406569e-18,5.78810688338185,1,0.348,1.06354063921971e-14,"6","Pik3ap1"
"124",1.0517584865418e-16,6.36371317215323,0.944,0.275,3.15527545962539e-13,"6","Sema4d"
"125",1.23653222591246e-14,7.56441483039479,0.806,0.089,3.70959667773738e-11,"6","Mirt1"
"126",2.97140634049931e-14,6.9979473835915,0.806,0.089,8.91421902149794e-11,"6","Hdc"
"127",3.60996134707772e-14,8.46662514377122,0.778,0.072,1.08298840412332e-10,"6","G0s2"
"128",9.37317212156801e-14,5.58913374981724,0.889,0.394,2.8119516364704e-10,"6","Clec4d"
"129",3.6064921741046e-11,5.57477589586875,0.833,0.263,1.08194765223138e-07,"6","Samsn1"
"130",8.78560007583038e-10,6.11559800550089,0.639,0.066,2.63568002274912e-06,"6","Mmp9"
"131",9.71896069384714e-10,6.26030323772939,0.611,0.091,2.91568820815414e-06,"6","Fpr1"
"132",2.51645780805754e-08,7.27260942480439,0.583,0.039,7.54937342417261e-05,"6","Il1f9"
"133",3.00240616692084e-07,8.58740121279377,0.611,0.065,0.000900721850076253,"6","Cstdc4"
"134",7.4943458307893e-07,5.84275689903936,0.611,0.092,0.00224830374923679,"6","Trem3"
"135",1.40958008922277e-06,8.11731498464007,0.556,0.064,0.00422874026766832,"6","Stfa2l1"
"136",3.32945085761449e-06,6.18987813880817,0.583,0.101,0.00998835257284348,"6","Myo1d"
"137",7.02476672013755e-05,6.71626491877693,0.694,0.342,0.210743001604127,"6","Dusp16"
"138",0.000164603875838622,6.22405198880746,0.583,0.243,0.493811627515866,"6","Iqsec1"
"139",0.000286208353090245,5.58009630218308,0.528,0.115,0.858625059270736,"6","Dedd2"
"140",0.000639592828708983,5.92709173149716,0.556,0.099,1,"6","Enthd1"
