"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cited1",0,1.28363966326711,0.98,0.962,0,"0","Cited1"
"Espn",0,1.21625932628259,0.792,0.747,0,"0","Espn"
"Pde4d",0,1.14409377251089,0.998,0.995,0,"0","Pde4d"
"S100b",0,1.12152431566233,0.992,0.954,0,"0","S100b"
"Oca2",0,1.11766023633274,0.93,0.93,0,"0","Oca2"
"Chsy3",0,1.08035045262995,0.999,0.996,0,"0","Chsy3"
"Vamp5",0,1.06489160338932,0.986,0.956,0,"0","Vamp5"
"Gpr158",0,1.01409598851199,0.715,0.648,0,"0","Gpr158"
"Ptgds",0,1.01175494935344,1,1,0,"0","Ptgds"
"Ugp2",0,1.01069099837211,1,0.998,0,"0","Ugp2"
"Selenbp1",0,1.00831943177591,0.801,0.722,0,"0","Selenbp1"
"Aldoc",0,0.999478754219618,0.897,0.771,0,"0","Aldoc"
"Ccnd2",0,0.985598669333546,1,0.997,0,"0","Ccnd2"
"Pde11a",0,0.974587610470695,0.989,0.972,0,"0","Pde11a"
"Ero1l",0,0.957819047368501,0.974,0.931,0,"0","Ero1l"
"S100a1",0,0.954592072064371,0.999,0.993,0,"0","S100a1"
"Higd1a",0,0.95347618530895,1,1,0,"0","Higd1a"
"Bnip3",0,0.951360261224543,0.965,0.881,0,"0","Bnip3"
"Gapdh",0,0.90254439789819,1,1,0,"0","Gapdh"
"Prkg1",0,0.897897911369135,0.995,0.991,0,"0","Prkg1"
"Snca",0,0.893669817233395,0.989,0.971,0,"0","Snca"
"Fmn1",0,0.883927001246558,0.998,0.994,0,"0","Fmn1"
"Bsg",0,0.859507144180479,1,1,0,"0","Bsg"
"Kdm5b",0,0.857343823356414,0.909,0.728,0,"0","Kdm5b"
"Gsta2",0,0.854581190305276,0.925,0.924,0,"0","Gsta2"
"Fam162a",0,0.852320864574479,1,0.999,0,"0","Fam162a"
"Car9",0,0.84844111658695,0.712,0.633,0,"0","Car9"
"Ankfn1",0,0.845679622256969,0.993,0.987,0,"0","Ankfn1"
"Mxd4",0,0.842946021624489,0.87,0.721,0,"0","Mxd4"
"Stox2",0,0.834074838706678,0.992,0.983,0,"0","Stox2"
"Mt1",0,0.833026421546264,1,1,0,"0","Mt1"
"Tyr",0,0.828175749652652,0.991,0.981,0,"0","Tyr"
"Magi2",0,0.826165730420144,0.908,0.88,0,"0","Magi2"
"Hk2",0,0.816344349056961,0.993,0.968,0,"0","Hk2"
"Ano3",0,0.811658717092453,0.757,0.752,0,"0","Ano3"
"Dct",0,0.791575107860433,1,1,0,"0","Dct"
"Pmel",0,0.789855590712627,1,1,0,"0","Pmel"
"Pgk1",0,0.782831459648158,1,1,0,"0","Pgk1"
"AC149090.1",0,0.77726298458478,0.997,0.99,0,"0","AC149090.1"
"Ahnak2",0,0.773781450799364,0.831,0.766,0,"0","Ahnak2"
"Prelid2",0,0.771230618285598,0.966,0.92,0,"0","Prelid2"
"Egln1",0,0.769871174750228,0.975,0.949,0,"0","Egln1"
"Trappc6a",0,0.768378114648363,0.99,0.969,0,"0","Trappc6a"
"Nrcam",0,0.762477582675401,0.997,0.986,0,"0","Nrcam"
"Gyg",0,0.756717570744301,0.995,0.988,0,"0","Gyg"
"Gbe1",0,0.747932576725709,0.898,0.829,0,"0","Gbe1"
"Pakap.1",0,0.734657395123608,0.988,0.985,0,"0","Pakap.1"
"Aldoa",0,0.73432574050401,1,1,0,"0","Aldoa"
"Ppargc1a",0,0.733182230162234,0.982,0.985,0,"0","Ppargc1a"
"Gm4876",0,0.727380171661985,0.932,0.923,0,"0","Gm4876"
"Chchd10",0,0.726736410748584,1,0.997,0,"0","Chchd10"
"Rora",0,0.724418330646987,0.939,0.872,0,"0","Rora"
"Etl4",0,0.719583930054524,0.943,0.946,0,"0","Etl4"
"Syt4",0,0.717621908087572,0.999,0.995,0,"0","Syt4"
"Dclk1",0,0.712418853427967,0.965,0.948,0,"0","Dclk1"
"Tmf1",0,0.711943901880468,0.992,0.985,0,"0","Tmf1"
"Ifi27",0,0.709212987528582,1,1,0,"0","Ifi27"
"Bnip3l",0,0.702335988041931,0.987,0.942,0,"0","Bnip3l"
"Syne2",0,0.701048970879104,0.998,0.994,0,"0","Syne2"
"Gpi1",0,0.698578025485215,1,1,0,"0","Gpi1"
"Ndufv3",0,0.697804500394212,1,1,0,"0","Ndufv3"
"Grcc10",0,0.693154049728672,1,0.999,0,"0","Grcc10"
"Insig2",0,0.672609063032293,0.979,0.957,0,"0","Insig2"
"Ago2",0,0.671373117191315,0.999,0.996,0,"0","Ago2"
"Sgip1",0,0.668346607353274,0.943,0.936,0,"0","Sgip1"
"Meis2",0,0.66680000582827,0.994,0.99,0,"0","Meis2"
"Hpse",0,0.666175656449211,0.799,0.765,0,"0","Hpse"
"Kif21a",0,0.66504243653427,0.978,0.961,0,"0","Kif21a"
"Ube2h",0,0.663594087824457,0.993,0.971,0,"0","Ube2h"
"Atp6v1f",0,0.652979318189515,1,1,0,"0","Atp6v1f"
"Pik3r3",0,0.650422669101727,0.919,0.925,0,"0","Pik3r3"
"Cadm1",0,0.648596165893549,0.965,0.949,0,"0","Cadm1"
"Epha5",0,0.645176615470329,0.424,0.149,0,"0","Epha5"
"Phlda1",0,0.64230602974929,0.998,0.996,0,"0","Phlda1"
"Mboat2",0,0.640549524219751,0.925,0.893,0,"0","Mboat2"
"Cryab",0,0.629225335783008,0.997,0.994,0,"0","Cryab"
"Trpm1",0,0.6288888860712,0.982,0.982,0,"0","Trpm1"
"Sparcl1",0,0.628274766429124,0.993,0.982,0,"0","Sparcl1"
"Gpnmb",0,0.627082498495028,1,0.999,0,"0","Gpnmb"
"Met",0,0.626731888387289,1,0.997,0,"0","Met"
"Tpi1",0,0.626064592779021,1,1,0,"0","Tpi1"
"Tspan10",0,0.622636894804072,0.989,0.985,0,"0","Tspan10"
"2410006H16Rik",0,0.621038735836382,0.988,0.983,0,"0","2410006H16Rik"
"Pfkl",0,0.617092564420774,0.989,0.952,0,"0","Pfkl"
"Myo5a",0,0.614461245235213,0.995,0.993,0,"0","Myo5a"
"Dtna",0,0.611037901641729,0.616,0.422,0,"0","Dtna"
"Nedd4l",0,0.608407379959025,0.991,0.988,0,"0","Nedd4l"
"Tyrp1",0,0.60820719829513,1,1,0,"0","Tyrp1"
"Msi2",0,0.607807741176268,0.992,0.984,0,"0","Msi2"
"Csrp1",0,0.604309107465284,1,0.999,0,"0","Csrp1"
"Pla2g2e",0,0.603998091357119,0.803,0.785,0,"0","Pla2g2e"
"Cyb5a",0,0.603074906910845,1,1,0,"0","Cyb5a"
"Plod2",0,0.599118475998562,0.959,0.936,0,"0","Plod2"
"Uba7",0,0.59818335934701,0.562,0.201,0,"0","Uba7"
"Mpzl1",0,0.591197664337906,0.997,0.992,0,"0","Mpzl1"
"Tecpr1",0,0.589446938915106,1,0.993,0,"0","Tecpr1"
"Appl2",0,0.58825701162593,0.851,0.77,0,"0","Appl2"
"Gng11",0,0.587639570788208,0.995,0.984,0,"0","Gng11"
"Mgarp",0,0.587308414902241,0.761,0.68,0,"0","Mgarp"
"Ablim1",0,0.584936119531428,0.861,0.829,0,"0","Ablim1"
"Gys1",0,0.58405565088278,0.864,0.814,0,"0","Gys1"
"Zbtb20",0,0.58001820233366,0.997,0.994,0,"0","Zbtb20"
"Vdac1",0,0.579923517792639,1,1,0,"0","Vdac1"
"Slc25a4",0,0.579822392366523,1,1,0,"0","Slc25a4"
"Gabarapl1",0,0.567590885822677,0.936,0.899,0,"0","Gabarapl1"
"Slc24a5",0,0.564771904470152,0.996,0.991,0,"0","Slc24a5"
"Ppfibp1",0,0.564291299219091,0.988,0.981,0,"0","Ppfibp1"
"Tmsb10",0,0.563052049751685,1,1,0,"0","Tmsb10"
"Cpe",0,0.556370052269621,0.994,0.988,0,"0","Cpe"
"Pgm1",0,0.55620169452019,0.995,0.986,0,"0","Pgm1"
"Syngr1",0,0.554920373380448,1,0.995,0,"0","Syngr1"
"Cd81",0,0.554809355154165,0.999,0.996,0,"0","Cd81"
"Sorbs1",0,0.552935477768633,0.978,0.975,0,"0","Sorbs1"
"Cdh19",0,0.552152117887745,0.812,0.825,0,"0","Cdh19"
"Ldhb",0,0.551600081106115,1,0.996,0,"0","Ldhb"
"Sbf2",0,0.550742004801413,0.944,0.93,0,"0","Sbf2"
"Cox7b",0,0.549933542284138,1,1,0,"0","Cox7b"
"Prkcg",0,0.5474223884208,0.428,0.215,0,"0","Prkcg"
"Rere",0,0.547336170934154,0.997,0.992,0,"0","Rere"
"Mtmr2",0,0.541670323514756,0.96,0.947,0,"0","Mtmr2"
"Grhpr",0,0.541458393296195,0.922,0.895,0,"0","Grhpr"
"Gpr137b",0,0.541102490453245,0.953,0.956,0,"0","Gpr137b"
"Eci1",0,0.540351549011881,0.928,0.92,0,"0","Eci1"
"Hist1h2bc",0,0.539725440506102,0.945,0.918,0,"0","Hist1h2bc"
"Pkm",0,0.53951348856345,1,1,0,"0","Pkm"
"Zfp467",0,0.537944654889392,0.686,0.522,0,"0","Zfp467"
"Sox6",0,0.537676521173128,0.954,0.957,0,"0","Sox6"
"Ndufb9",0,0.537642212886246,1,1,0,"0","Ndufb9"
"Atp6v1e1",0,0.536640313109156,1,1,0,"0","Atp6v1e1"
"Scd2",0,0.535206269962579,0.993,0.988,0,"0","Scd2"
"Myo6",0,0.533859458227477,0.845,0.819,0,"0","Myo6"
"A830019P07Rik",0,0.532697755049657,0.824,0.834,0,"0","A830019P07Rik"
"Gnas",0,0.532673140778737,1,1,0,"0","Gnas"
"Sort1",0,0.531646043218645,0.978,0.973,0,"0","Sort1"
"Sptbn1",0,0.529518369318593,0.993,0.984,0,"0","Sptbn1"
"Bhlhe41",0,0.529502266115912,0.947,0.936,0,"0","Bhlhe41"
"Pfkp",0,0.52836661957875,0.997,0.992,0,"0","Pfkp"
"Hist3h2a",0,0.524508120355317,0.561,0.236,0,"0","Hist3h2a"
"Celf2",0,0.523098201150727,0.998,0.995,0,"0","Celf2"
"Cdkn1b",0,0.519568597351201,0.919,0.888,0,"0","Cdkn1b"
"Gm44386",0,0.517805434213592,0.523,0.205,0,"0","Gm44386"
"Tmod1",0,0.517698061687262,0.761,0.752,0,"0","Tmod1"
"Inpp5f",0,0.516689373933241,0.849,0.859,0,"0","Inpp5f"
"Adamts1",0,0.51609001204,0.85,0.848,0,"0","Adamts1"
"Aff3",0,0.515723523045482,0.954,0.962,0,"0","Aff3"
"Rpl32",0,0.515217995859359,1,1,0,"0","Rpl32"
"Sytl2",0,0.514574402186435,0.873,0.891,0,"0","Sytl2"
"Gm3776",0,0.513204375725128,0.963,0.97,0,"0","Gm3776"
"Bace2",0,0.513199663419223,0.992,0.99,0,"0","Bace2"
"Msmo1",0,0.512923586778031,0.871,0.884,0,"0","Msmo1"
"Plekha5",0,0.512669756077439,0.99,0.985,0,"0","Plekha5"
"Tcn2",0,0.511772038538028,0.948,0.922,0,"0","Tcn2"
"Shc4",0,0.510605592718878,0.894,0.897,0,"0","Shc4"
"Rbpms",0,0.505124893067112,0.993,0.988,0,"0","Rbpms"
"Fhit",0,0.50380962635985,0.393,0.152,0,"0","Fhit"
"Gsta1",0,0.503063522592698,0.974,0.978,0,"0","Gsta1"
"Gstm1",0,0.502794788644161,0.868,0.832,0,"0","Gstm1"
"Apoe",0,0.501641681728297,1,1,0,"0","Apoe"
"Hspb2",0,0.501337531342895,0.833,0.832,0,"0","Hspb2"
"Gstp1",0,0.500993203166853,0.997,0.996,0,"0","Gstp1"
"Mical3",0,0.5008558117186,0.949,0.955,0,"0","Mical3"
"Mpp2",0,0.497749684673805,0.461,0.161,0,"0","Mpp2"
"Rapgef4",0,0.497548613839483,0.992,0.991,0,"0","Rapgef4"
"Nbea",0,0.497506481794428,0.838,0.843,0,"0","Nbea"
"Optn",0,0.497174845235607,0.881,0.843,0,"0","Optn"
"Pax3",0,0.496780060131679,0.998,0.989,0,"0","Pax3"
"Abhd18",0,0.496235901193287,0.676,0.524,0,"0","Abhd18"
"Kdm3a",0,0.495955153492752,0.905,0.862,0,"0","Kdm3a"
"Samd12",0,0.493664672560371,0.431,0.19,0,"0","Samd12"
"Arhgef12",0,0.492874903278508,0.982,0.976,0,"0","Arhgef12"
"5031439G07Rik",0,0.492183168732956,0.995,0.989,0,"0","5031439G07Rik"
"Ldha",0,0.489870139571941,1,1,0,"0","Ldha"
"Mif",0,0.48944825669291,1,1,0,"0","Mif"
"Mt2",0,0.48831501347513,0.992,0.993,0,"0","Mt2"
"Plagl1",0,0.487215819550621,0.979,0.974,0,"0","Plagl1"
"Cystm1",0,0.486980814834113,0.929,0.896,0,"0","Cystm1"
"Dmxl2",0,0.486825838958511,0.959,0.955,0,"0","Dmxl2"
"Cd63",0,0.486546152596779,1,1,0,"0","Cd63"
"Fermt2",0,0.486146742882245,0.996,0.995,0,"0","Fermt2"
"B230206L02Rik",0,0.486074129476593,0.511,0.213,0,"0","B230206L02Rik"
"Ppp1r9a",0,0.485650267420098,0.881,0.886,0,"0","Ppp1r9a"
"Tmem176b",0,0.485348096476522,0.998,0.995,0,"0","Tmem176b"
"Josd2",0,0.483069106908899,0.993,0.992,0,"0","Josd2"
"Rab6b",0,0.482203002062871,0.498,0.183,0,"0","Rab6b"
"Nckap1",0,0.480094564086972,0.996,0.997,0,"0","Nckap1"
"Apold1",0,0.477224221343948,0.826,0.839,0,"0","Apold1"
"Smpd1",0,0.47626948675745,0.888,0.901,0,"0","Smpd1"
"Mlana",0,0.475544473928868,1,0.998,0,"0","Mlana"
"Clybl",0,0.474544790134849,0.911,0.88,0,"0","Clybl"
"Tuba1a",0,0.47393482162877,1,1,0,"0","Tuba1a"
"Eid1",0,0.472961283553062,0.998,0.998,0,"0","Eid1"
"Scn8a",0,0.471332345203741,0.938,0.94,0,"0","Scn8a"
"mt-Nd5",0,0.470394979701067,0.999,0.999,0,"0","mt-Nd5"
"Ube2e2",0,0.468756629668913,0.918,0.917,0,"0","Ube2e2"
"Atp6v1d",0,0.468311057629641,0.999,0.995,0,"0","Atp6v1d"
"Eno1",0,0.46755162571388,1,1,0,"0","Eno1"
"Setd5",0,0.467066947984235,0.979,0.971,0,"0","Setd5"
"Cox6c",0,0.465836625770719,1,1,0,"0","Cox6c"
"4931406P16Rik",0,0.464328114841761,0.87,0.851,0,"0","4931406P16Rik"
"Cdhr4",0,0.462055907033349,0.513,0.227,0,"0","Cdhr4"
"Hotairm1",0,0.461920479302156,0.538,0.243,0,"0","Hotairm1"
"Mmgt2",0,0.460801831790906,0.86,0.864,0,"0","Mmgt2"
"Zfas1",0,0.458978967378119,0.855,0.852,0,"0","Zfas1"
"Tanc1",0,0.458531969815079,0.923,0.93,0,"0","Tanc1"
"Tpm1",0,0.458121620597596,1,1,0,"0","Tpm1"
"Trf",0,0.457603715613828,0.972,0.965,0,"0","Trf"
"Prdm16",0,0.457570353872109,0.901,0.911,0,"0","Prdm16"
"Isoc2b",0,0.457502254775655,0.59,0.341,0,"0","Isoc2b"
"Akap9",0,0.457086424121625,0.973,0.965,0,"0","Akap9"
"Ppme1",0,0.456108088463866,0.916,0.89,0,"0","Ppme1"
"Tmem205",0,0.455328157835046,0.902,0.907,0,"0","Tmem205"
"Trp53cor1",0,0.455294027448671,0.515,0.237,0,"0","Trp53cor1"
"Atp9a",0,0.455238620737386,0.851,0.85,0,"0","Atp9a"
"Paqr6",0,0.454276999907009,0.621,0.479,0,"0","Paqr6"
"Irx3",0,0.453936438313415,0.496,0.216,0,"0","Irx3"
"Sptan1",0,0.453274758295312,0.998,0.997,0,"0","Sptan1"
"Pkp2",0,0.452492584167533,0.353,0.114,0,"0","Pkp2"
"C2",0,0.451548169267105,0.846,0.841,0,"0","C2"
"Hsd17b11",0,0.450238745226859,0.857,0.859,0,"0","Hsd17b11"
"Rnf19a",0,0.449966087053862,0.843,0.798,0,"0","Rnf19a"
"Ubn2",0,0.448713068301031,0.982,0.967,0,"0","Ubn2"
"Atraid",0,0.448266677918811,0.949,0.945,0,"0","Atraid"
"Rpl22l1",0,0.44668336154758,1,0.999,0,"0","Rpl22l1"
"Nedd4",0,0.4466703408857,1,1,0,"0","Nedd4"
"Kdm5a",0,0.444736051273149,0.967,0.955,0,"0","Kdm5a"
"Clcn3",0,0.443060312329462,0.856,0.851,0,"0","Clcn3"
"Fahd1",0,0.442568032976809,0.572,0.304,0,"0","Fahd1"
"Sema4g",0,0.437626217836553,0.384,0.099,0,"0","Sema4g"
"Cox8a",0,0.43754752550343,1,1,0,"0","Cox8a"
"Rab17",0,0.434315536797838,0.792,0.789,0,"0","Rab17"
"Myo10",0,0.432730021186176,0.968,0.971,0,"0","Myo10"
"Edil3",0,0.430990868870572,0.355,0.13,0,"0","Edil3"
"Bcas3",0,0.430669609985308,0.983,0.982,0,"0","Bcas3"
"Rcor1",0,0.42971858600879,0.979,0.973,0,"0","Rcor1"
"Atp1a1",0,0.429660233949745,1,1,0,"0","Atp1a1"
"Pigp",0,0.429480164245628,0.869,0.871,0,"0","Pigp"
"Atxn1",0,0.428896273797197,0.953,0.922,0,"0","Atxn1"
"Mylk",0,0.428082984433759,0.84,0.864,0,"0","Mylk"
"Mrs2",0,0.427296758740333,0.841,0.856,0,"0","Mrs2"
"Fbln5",0,0.427006217600894,0.984,0.987,0,"0","Fbln5"
"Pdcd4",0,0.426042736997962,0.831,0.753,0,"0","Pdcd4"
"Cox4i1",0,0.426019720967167,1,1,0,"0","Cox4i1"
"Spg21",0,0.425411610883934,0.998,0.994,0,"0","Spg21"
"Gas5",0,0.425379235656673,0.998,0.996,0,"0","Gas5"
"Cox7c",0,0.425079602379149,1,1,0,"0","Cox7c"
"Calcoco1",0,0.424344808675665,0.458,0.165,0,"0","Calcoco1"
"Uqcrh",0,0.424221462238838,1,1,0,"0","Uqcrh"
"Gnb5",0,0.42321389695743,0.804,0.803,0,"0","Gnb5"
"Senp6",0,0.42312668192546,0.996,0.996,0,"0","Senp6"
"Ctnnd1",0,0.421996193040429,0.91,0.913,0,"0","Ctnnd1"
"Prkn",0,0.42112080916155,0.38,0.145,0,"0","Prkn"
"Tspan17",0,0.421101704935365,0.549,0.298,0,"0","Tspan17"
"Phldb3",0,0.420573381833727,0.467,0.222,0,"0","Phldb3"
"1700003F12Rik",0,0.420569385365897,0.339,0.148,0,"0","1700003F12Rik"
"Map1lc3a",0,0.418830150247551,0.911,0.893,0,"0","Map1lc3a"
"Epha7",0,0.417867136618633,0.313,0.121,0,"0","Epha7"
"mt-Cytb",0,0.417671276554686,1,1,0,"0","mt-Cytb"
"Cox14",0,0.417637137299672,0.999,0.996,0,"0","Cox14"
"Ccdc136",0,0.417237599797279,0.492,0.217,0,"0","Ccdc136"
"Dstyk",0,0.416745320323613,0.936,0.939,0,"0","Dstyk"
"Vgll4",0,0.415873739654307,0.986,0.983,0,"0","Vgll4"
"Smim10l1",0,0.414519598196424,0.906,0.901,0,"0","Smim10l1"
"Psmd8",0,0.414518779377355,1,1,0,"0","Psmd8"
"Actg1",0,0.414474473342273,1,1,0,"0","Actg1"
"Acsl3",0,0.41402858400652,0.91,0.931,0,"0","Acsl3"
"Wasl",0,0.413518954756476,0.991,0.989,0,"0","Wasl"
"Rpl36",0,0.413140977348093,1,1,0,"0","Rpl36"
"Jkamp",0,0.412344800697568,0.931,0.934,0,"0","Jkamp"
"Higd2a",0,0.41081341313593,0.988,0.985,0,"0","Higd2a"
"Map4k5",0,0.410523013712976,0.873,0.887,0,"0","Map4k5"
"Sema3b",0,0.410518454393261,0.819,0.828,0,"0","Sema3b"
"Chd3",0,0.410300523746685,0.92,0.928,0,"0","Chd3"
"Gm31517",0,0.409935605019774,0.294,0.098,0,"0","Gm31517"
"Pik3ip1",0,0.409552483367126,0.434,0.164,0,"0","Pik3ip1"
"Bcorl1",0,0.408953670739822,0.472,0.215,0,"0","Bcorl1"
"Wwtr1",0,0.408857240963931,0.923,0.919,0,"0","Wwtr1"
"Wbp1",0,0.40884476424094,0.806,0.812,0,"0","Wbp1"
"Arfgef3",0,0.408648545101636,0.455,0.204,0,"0","Arfgef3"
"Epb41l5",0,0.408175450747577,0.498,0.23,0,"0","Epb41l5"
"Atl1",0,0.406796921472182,0.497,0.23,0,"0","Atl1"
"Pgam1",0,0.406770890131201,1,1,0,"0","Pgam1"
"Rab38",0,0.406014074237657,0.992,0.987,0,"0","Rab38"
"Aph1c",0,0.404216947131714,0.988,0.982,0,"0","Aph1c"
"Car14",0,0.403993093923056,0.984,0.978,0,"0","Car14"
"Eef1a1",0,0.403144754158867,1,1,0,"0","Eef1a1"
"Gstm5",0,0.40313764130609,0.959,0.966,0,"0","Gstm5"
"Ttc3",0,0.402004442353278,0.998,0.997,0,"0","Ttc3"
"Ube2b",0,0.401706286275016,1,0.999,0,"0","Ube2b"
"Tom1l2",0,0.401038631698115,0.943,0.956,0,"0","Tom1l2"
"Creld1",0,0.399989720208388,0.749,0.694,0,"0","Creld1"
"Bbx",0,0.399868107823141,0.94,0.922,0,"0","Bbx"
"Mc1r",0,0.399815691472095,0.923,0.94,0,"0","Mc1r"
"Tmem42",0,0.399781464617286,0.508,0.236,0,"0","Tmem42"
"Atp5c1",0,0.399399440679727,1,1,0,"0","Atp5c1"
"1810058I24Rik",0,0.39752713267981,1,1,0,"0","1810058I24Rik"
"Jmjd6",0,0.396882017471119,0.922,0.936,0,"0","Jmjd6"
"Dync1li1",0,0.396228591301351,0.958,0.96,0,"0","Dync1li1"
"Pdk1",0,0.395605230470989,0.814,0.763,0,"0","Pdk1"
"Proser2",0,0.394938460700938,0.392,0.148,0,"0","Proser2"
"Acvrl1",0,0.394815609543981,0.794,0.776,0,"0","Acvrl1"
"Arhgap5",0,0.39423328902945,0.909,0.923,0,"0","Arhgap5"
"Fbxl20",0,0.393336134013238,0.497,0.235,0,"0","Fbxl20"
"2610306M01Rik",0,0.393317588665076,0.565,0.325,0,"0","2610306M01Rik"
"Dynlt3",0,0.393316447320295,0.892,0.891,0,"0","Dynlt3"
"Slc45a2",0,0.393292527886439,0.996,0.992,0,"0","Slc45a2"
"Mindy2",0,0.391783760302037,0.978,0.972,0,"0","Mindy2"
"Sars",0,0.39142353860652,0.999,0.999,0,"0","Sars"
"Wdfy1",0,0.389366156119861,0.989,0.985,0,"0","Wdfy1"
"Mark3",0,0.38931102902234,0.964,0.971,0,"0","Mark3"
"Fundc2",0,0.388792501125441,0.999,0.998,0,"0","Fundc2"
"Dnaic1",0,0.388131405286626,0.919,0.932,0,"0","Dnaic1"
"Dip2b",0,0.387865062434573,0.986,0.982,0,"0","Dip2b"
"Plin3",0,0.387508753384044,0.96,0.966,0,"0","Plin3"
"Ndufa13",0,0.386792954785364,1,1,0,"0","Ndufa13"
"Camk2n1",0,0.386732722861329,0.453,0.199,0,"0","Camk2n1"
"Eps8",0,0.385635626010337,0.998,0.998,0,"0","Eps8"
"Elf1",0,0.385146176848588,0.861,0.805,0,"0","Elf1"
"Timm8b",0,0.38461783579525,1,0.998,0,"0","Timm8b"
"Anxa2",0,0.384339936388002,0.999,0.996,0,"0","Anxa2"
"Neurl2",0,0.384293152568662,0.367,0.134,0,"0","Neurl2"
"Bmpr2",0,0.383962353950442,0.86,0.864,0,"0","Bmpr2"
"Vldlr",0,0.383901268244336,0.384,0.142,0,"0","Vldlr"
"Rpl12",0,0.381465519138663,1,1,0,"0","Rpl12"
"Laptm4b",0,0.381072891673141,0.95,0.953,0,"0","Laptm4b"
"Cox7a2l",0,0.380915189199885,0.997,0.995,0,"0","Cox7a2l"
"Ckb",0,0.380247444391739,0.999,0.997,0,"0","Ckb"
"Gm829",0,0.379963448584429,0.405,0.182,0,"0","Gm829"
"Rtkn",0,0.379565880455933,0.858,0.875,0,"0","Rtkn"
"Gm15417",0,0.378313299447642,0.483,0.208,0,"0","Gm15417"
"Tpp1",0,0.376929400814412,0.96,0.961,0,"0","Tpp1"
"Cdc42bpb",0,0.376854709878876,0.962,0.966,0,"0","Cdc42bpb"
"Ppia",0,0.376274341581389,1,1,0,"0","Ppia"
"Loxl2",0,0.375942064168753,0.781,0.731,0,"0","Loxl2"
"Ptk2",0,0.374018471170954,0.896,0.909,0,"0","Ptk2"
"Glmp",0,0.373134837493353,0.98,0.974,0,"0","Glmp"
"Rab34",0,0.372689378985418,0.928,0.932,0,"0","Rab34"
"Naglu",0,0.371887822418423,0.923,0.931,0,"0","Naglu"
"Rpl3",0,0.371856089580263,1,1,0,"0","Rpl3"
"Vamp8",0,0.371582903333274,1,0.999,0,"0","Vamp8"
"Strn3",0,0.371465102597246,0.978,0.973,0,"0","Strn3"
"4930455G09Rik",0,0.371302167729363,0.402,0.148,0,"0","4930455G09Rik"
"Lrrfip1",0,0.369918421941845,0.993,0.99,0,"0","Lrrfip1"
"Micos13",0,0.369699227662208,0.999,0.999,0,"0","Micos13"
"Bmt2",0,0.369372129285483,0.877,0.845,0,"0","Bmt2"
"Atrx",0,0.368951100451721,0.999,0.998,0,"0","Atrx"
"Gm48957",0,0.368452468456257,0.44,0.22,0,"0","Gm48957"
"Tmem150a",0,0.367618280439648,0.392,0.141,0,"0","Tmem150a"
"Galk1",0,0.367598435266763,0.999,0.999,0,"0","Galk1"
"Rps7",0,0.367227189079601,1,1,0,"0","Rps7"
"Atp6v0b",0,0.366894852838008,1,0.999,0,"0","Atp6v0b"
"Ndufa6",0,0.366774902475289,0.999,0.998,0,"0","Ndufa6"
"Fam114a2",0,0.366137799151009,0.95,0.949,0,"0","Fam114a2"
"Gstm2",0,0.364773891151922,0.849,0.874,0,"0","Gstm2"
"Lxn",0,0.364744527623088,0.854,0.854,0,"0","Lxn"
"Scrn1",0,0.364659252597558,0.966,0.967,0,"0","Scrn1"
"Nudt18",0,0.364195056564391,0.443,0.174,0,"0","Nudt18"
"Tmem203",0,0.363931708571516,0.531,0.278,0,"0","Tmem203"
"Wnk4",0,0.362440024649885,0.422,0.187,0,"0","Wnk4"
"Lgr4",0,0.36225467431964,0.439,0.216,0,"0","Lgr4"
"Tmem191c",0,0.36191546504978,0.39,0.155,0,"0","Tmem191c"
"Dst",0,0.361492215739119,0.993,0.995,0,"0","Dst"
"Ndufa4",0,0.360406688631604,1,1,0,"0","Ndufa4"
"Tmem256",0,0.359992749449034,0.992,0.992,0,"0","Tmem256"
"Podxl2",0,0.359844526758471,0.443,0.205,0,"0","Podxl2"
"Prdx2",0,0.359162614200993,1,1,0,"0","Prdx2"
"Ptprs",0,0.358726919068576,0.974,0.977,0,"0","Ptprs"
"Cp",0,0.358518890336905,0.398,0.181,0,"0","Cp"
"Usp32",0,0.35771469990741,0.883,0.875,0,"0","Usp32"
"Arsa",0,0.356896658410879,0.432,0.183,0,"0","Arsa"
"Atp5g2",0,0.35632897415112,1,1,0,"0","Atp5g2"
"Cox7a2",0,0.355166546151612,1,1,0,"0","Cox7a2"
"Hacd1",0,0.354967093158839,0.906,0.926,0,"0","Hacd1"
"Laptm4a",0,0.354777988254927,0.999,0.999,0,"0","Laptm4a"
"Adamts4",0,0.353905724588942,0.444,0.2,0,"0","Adamts4"
"Tmem14a",0,0.353845365595639,0.564,0.37,0,"0","Tmem14a"
"Cd59a",0,0.353421958956093,0.388,0.154,0,"0","Cd59a"
"1600014C23Rik",0,0.353407954199524,0.316,0.086,0,"0","1600014C23Rik"
"mt-Nd2",0,0.353356821226849,1,1,0,"0","mt-Nd2"
"Aff4",0,0.353031722279022,0.976,0.955,0,"0","Aff4"
"9330188P03Rik",0,0.352323685330481,0.447,0.217,0,"0","9330188P03Rik"
"Ndufs3",0,0.351624842041699,0.999,0.998,0,"0","Ndufs3"
"Dag1",0,0.351208073039593,0.974,0.973,0,"0","Dag1"
