"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cux1",0,0.867759480313372,0.991,0.832,0,"2","Cux1"
"Asph",0,0.865338563084877,0.814,0.605,0,"2","Asph"
"Il1rn",0,0.864359786485461,0.422,0.123,0,"2","Il1rn"
"Ncf4",0,0.864194026212197,0.38,0.073,0,"2","Ncf4"
"Riok3",0,0.857735331545064,0.955,0.68,0,"2","Riok3"
"Arhgap25",0,0.854977936602306,0.271,0.038,0,"2","Arhgap25"
"Tgfb1",0,0.854735736837432,0.882,0.587,0,"2","Tgfb1"
"Cfb",0,0.849294784314525,0.254,0.067,0,"2","Cfb"
"Ptprj",0,0.847851503161708,1,0.962,0,"2","Ptprj"
"Lpp",0,0.846358881826838,0.997,0.908,0,"2","Lpp"
"Tmem164",0,0.844882880374507,0.903,0.616,0,"2","Tmem164"
"Sgpl1",0,0.842883835368664,0.965,0.687,0,"2","Sgpl1"
"Nrp1",0,0.840431517891233,0.907,0.633,0,"2","Nrp1"
"Cytip",0,0.840113000112952,0.283,0.064,0,"2","Cytip"
"Il10ra",0,0.837959994711606,0.281,0.036,0,"2","Il10ra"
"Tm6sf1",0,0.835484485207151,0.282,0.034,0,"2","Tm6sf1"
"Lrrc8d",0,0.833139176585587,0.822,0.57,0,"2","Lrrc8d"
"Tnfaip8l2",0,0.828865115261072,0.269,0.026,0,"2","Tnfaip8l2"
"Fos",0,0.825679043175517,1,0.966,0,"2","Fos"
"Galnt6",0,0.825158235402824,0.285,0.059,0,"2","Galnt6"
"Irf2",0,0.819151830224413,0.85,0.597,0,"2","Irf2"
"Mapkapk2",0,0.813906151833517,0.994,0.857,0,"2","Mapkapk2"
"Cbl",0,0.813733418805048,0.931,0.669,0,"2","Cbl"
"Ccr1",0,0.812327766226059,0.339,0.058,0,"2","Ccr1"
"Card19",0,0.811168471636305,0.989,0.778,0,"2","Card19"
"Neat1",0,0.810068523035961,1,0.936,0,"2","Neat1"
"Spag9",0,0.809564969632336,0.998,0.947,0,"2","Spag9"
"Pag1",0,0.808468216557261,0.34,0.093,0,"2","Pag1"
"Abi1",0,0.807391272178203,0.994,0.86,0,"2","Abi1"
"Abcg1",0,0.806177237643586,0.251,0.026,0,"2","Abcg1"
"Ptk2b",0,0.805713160276427,0.381,0.111,0,"2","Ptk2b"
"Cst3",0,0.803184537218929,1,0.999,0,"2","Cst3"
"Dennd4a",0,0.79807103629415,0.975,0.705,0,"2","Dennd4a"
"Acod1",0,0.796151342374222,0.481,0.136,0,"2","Acod1"
"Rab31",0,0.791112579266852,0.754,0.55,0,"2","Rab31"
"Fnbp1",0,0.789848427743279,0.954,0.659,0,"2","Fnbp1"
"Ano6",0,0.789170028582956,0.976,0.733,0,"2","Ano6"
"Lrrfip2",0,0.788372728160114,0.983,0.794,0,"2","Lrrfip2"
"Tle4",0,0.785491826573547,0.916,0.647,0,"2","Tle4"
"Plbd1",0,0.783067986900412,0.316,0.056,0,"2","Plbd1"
"Map3k8",0,0.781643818098731,0.283,0.086,0,"2","Map3k8"
"Rab43",0,0.781035032469473,0.943,0.693,0,"2","Rab43"
"Aim2",0,0.780821648716987,0.293,0.056,0,"2","Aim2"
"St3gal1",0,0.779245709550457,0.914,0.63,0,"2","St3gal1"
"BC005537",0,0.779211487993161,0.974,0.726,0,"2","BC005537"
"Sh2b2",0,0.778779292282962,0.313,0.068,0,"2","Sh2b2"
"Ncf2",0,0.773513079831649,0.973,0.687,0,"2","Ncf2"
"Snx2",0,0.771263504182277,0.967,0.735,0,"2","Snx2"
"Ptafr",0,0.771145923202307,0.332,0.061,0,"2","Ptafr"
"N4bp1",0,0.770922609334046,0.883,0.606,0,"2","N4bp1"
"Ifnar2",0,0.766350291044547,0.994,0.872,0,"2","Ifnar2"
"Tnfaip8",0,0.765868961296731,0.829,0.576,0,"2","Tnfaip8"
"Cd300a",0,0.763150747877452,0.262,0.041,0,"2","Cd300a"
"Msrb1",0,0.76182552416851,0.981,0.646,0,"2","Msrb1"
"Dgkz",0,0.761646622028326,0.944,0.668,0,"2","Dgkz"
"Lsp1",0,0.759270549962929,0.353,0.124,0,"2","Lsp1"
"Ehd1",0,0.757200883041099,0.979,0.761,0,"2","Ehd1"
"Fgr",0,0.752037348993124,0.27,0.055,0,"2","Fgr"
"Vav1",0,0.74499269358344,0.285,0.041,0,"2","Vav1"
"Fndc3b",0,0.744422802051244,0.996,0.828,0,"2","Fndc3b"
"Fes",0,0.741946941282552,0.259,0.037,0,"2","Fes"
"Morrbid",0,0.738720120560216,0.905,0.59,0,"2","Morrbid"
"Ikzf1",0,0.738614713216043,0.279,0.053,0,"2","Ikzf1"
"Il6ra",0,0.73499646256968,0.254,0.059,0,"2","Il6ra"
"Anxa3",0,0.732313632856361,0.282,0.054,0,"2","Anxa3"
"Pi4k2a",0,0.72616906139077,0.916,0.664,0,"2","Pi4k2a"
"Shisa5",0,0.71667116807683,0.968,0.686,0,"2","Shisa5"
"Ccnl1",0,0.714897554973261,0.997,0.931,0,"2","Ccnl1"
"Rac2",0,0.703408170909293,0.409,0.106,0,"2","Rac2"
"Arg2",0,0.696664089993993,0.277,0.076,0,"2","Arg2"
"Ppp1r15a",0,0.689704214311891,0.94,0.637,0,"2","Ppp1r15a"
"Cd47",0,0.689649851791774,0.996,0.856,0,"2","Cd47"
"Ext1",0,0.68724698705733,0.996,0.881,0,"2","Ext1"
"Grb2",0,0.681489098545303,0.999,0.947,0,"2","Grb2"
"Itga5",0,0.676444374959896,0.903,0.634,0,"2","Itga5"
"Rabgef1",0,0.670706800668359,0.942,0.665,0,"2","Rabgef1"
"Tapbp",0,0.665805769370449,0.811,0.573,0,"2","Tapbp"
"Eea1",0,0.662253614953685,0.962,0.703,0,"2","Eea1"
"Snx20",0,0.660745566183556,0.316,0.067,0,"2","Snx20"
"Prkch",0,0.660424022822661,0.297,0.091,0,"2","Prkch"
"Ncf1",0,0.660193426144558,0.281,0.067,0,"2","Ncf1"
"Ctsz",0,0.658567268965022,1,1,0,"2","Ctsz"
"Atxn7l1",0,0.657757144182645,0.934,0.67,0,"2","Atxn7l1"
"Gpx1",0,0.653323210026568,1,1,0,"2","Gpx1"
"Cdkn1a",0,0.627948120205509,0.988,0.682,0,"2","Cdkn1a"
"Cdc42",0,0.626809353972877,1,0.998,0,"2","Cdc42"
"Tubb6",0,0.621872734774248,0.959,0.662,0,"2","Tubb6"
"Ostf1",0,0.602213899306934,0.989,0.736,0,"2","Ostf1"
"Ccrl2",0,0.583084339942654,0.413,0.126,0,"2","Ccrl2"
"Actr3",0,0.580648101658294,1,0.992,0,"2","Actr3"
"S100a11",0,0.57489457075288,0.999,0.957,0,"2","S100a11"
"Egr1",0,0.404049977202442,0.896,0.498,0,"2","Egr1"
"Adam17",1.95508012866812e-307,0.64233573068498,0.937,0.686,4.32326868852381e-303,"2","Adam17"
"Clic1",3.65670872973421e-307,0.543007665967536,1,0.99,8.08608001406125e-303,"2","Clic1"
"Gm26917",1.12123843504305e-305,0.84335810592476,0.979,0.739,2.47939455141069e-301,"2","Gm26917"
"Rnf130",2.69304212330962e-303,0.625016131816312,0.951,0.697,5.95512404727456e-299,"2","Rnf130"
"Airn",7.02393786403696e-302,0.788011726917324,0.843,0.561,1.55320337987449e-297,"2","Airn"
"Jak1",3.78511974119393e-300,0.691771109327884,0.994,0.837,8.37003528370213e-296,"2","Jak1"
"Adssl1",9.38248478572121e-300,0.870769895488703,0.324,0.127,2.07474886066653e-295,"2","Adssl1"
"Tsc22d3",1.23130034348823e-299,0.977083763395926,0.435,0.223,2.72277444955552e-295,"2","Tsc22d3"
"B4galt5",3.53831969173106e-299,0.658440880043086,0.927,0.669,7.82428633432488e-295,"2","B4galt5"
"Tns3",6.45084920084962e-298,1.06885571129081,0.643,0.496,1.42647628378388e-293,"2","Tns3"
"Gpsm3",1.49854162672823e-292,0.575030048076342,0.925,0.673,3.31372509918412e-288,"2","Gpsm3"
"Fam129b",6.10677196297355e-291,1.20531896911715,0.58,0.428,1.35039048417234e-286,"2","Fam129b"
"Lamp2",7.96807446244421e-290,0.596344885440414,0.999,0.975,1.76198030588029e-285,"2","Lamp2"
"Tbc1d5",9.78059540649175e-289,0.64238594509034,0.963,0.679,2.16278306223752e-284,"2","Tbc1d5"
"Esd",7.44735242436195e-288,0.823257260322405,0.999,0.985,1.64683304159916e-283,"2","Esd"
"Slc49a4",8.13919737575291e-285,1.1657128998689,0.429,0.236,1.79982071570024e-280,"2","Slc49a4"
"Mndal",2.52356537115623e-283,1.12461149087515,0.431,0.229,5.58036010523776e-279,"2","Mndal"
"Arpc1b",5.69366763856477e-283,0.497906399420842,1,0.999,1.25904072491583e-278,"2","Arpc1b"
"Lasp1",5.57189347985758e-281,0.535040392964488,0.927,0.653,1.23211280520091e-276,"2","Lasp1"
"Ern1",2.98007100392333e-278,0.75615884951157,0.919,0.649,6.58983101097565e-274,"2","Ern1"
"Tec",4.50952750047803e-278,1.08603442889198,0.424,0.23,9.97191816180707e-274,"2","Tec"
"Peli1",1.09409782627252e-277,0.843855801279051,0.99,0.774,2.41937852323643e-273,"2","Peli1"
"Anxa1",1.36050959858663e-275,0.943477199428516,0.982,0.761,3.00849487535461e-271,"2","Anxa1"
"Ptpn6",1.99492293051685e-275,0.638760502090869,0.836,0.601,4.41137307625191e-271,"2","Ptpn6"
"Sp140",3.99301230452804e-275,0.613640301444105,0.287,0.098,8.82974810900285e-271,"2","Sp140"
"Bcl2l1",1.49628488148411e-274,0.637062983066071,0.81,0.587,3.30873475842581e-270,"2","Bcl2l1"
"Skil",7.72516553823522e-274,0.693526875807978,0.825,0.595,1.70826585546995e-269,"2","Skil"
"Susd6",1.28836201675021e-273,0.594636701893226,0.923,0.649,2.84895492763974e-269,"2","Susd6"
"Rngtt",5.96849842684794e-273,0.651518487479827,0.902,0.658,1.31981405712889e-268,"2","Rngtt"
"Slc23a2",2.43236697596388e-271,0.743910891756181,0.827,0.613,5.37869309394893e-267,"2","Slc23a2"
"Taok3",5.34870021850048e-270,0.604548287024365,0.965,0.723,1.18275807931701e-265,"2","Taok3"
"Pltp",4.02710903764319e-268,1.33271571244814,0.312,0.132,8.90514621494038e-264,"2","Pltp"
"Gns",5.63402119347397e-268,0.66531388791414,0.995,0.89,1.2458511065129e-263,"2","Gns"
"Egln3",2.50117600277246e-267,0.85301966006998,0.284,0.099,5.53085049493073e-263,"2","Egln3"
"Mctp1",2.98692138606762e-267,1.07124251052033,0.323,0.13,6.60497926101133e-263,"2","Mctp1"
"Glrx",3.54410700857385e-267,1.07648916795776,0.437,0.251,7.83708382805935e-263,"2","Glrx"
"Glul",3.0675220367576e-266,0.832169451733106,0.97,0.743,6.78321147988207e-262,"2","Glul"
"Ptpn1",6.76900173797366e-266,0.77441585511481,0.988,0.81,1.49682935431811e-261,"2","Ptpn1"
"Wdfy3",1.60771420927155e-265,0.755999533262991,0.983,0.778,3.55513843096219e-261,"2","Wdfy3"
"Ly6a",7.57897002364545e-265,0.844905337247172,0.285,0.098,1.67593764132872e-260,"2","Ly6a"
"Kdm7a1",1.41952210027133e-264,0.650631206046424,0.948,0.686,3.13898922032998e-260,"2","Kdm7a"
"Birc3",7.6917033522059e-264,0.711938208079148,0.349,0.142,1.70086636227329e-259,"2","Birc3"
"Pfkfb3",1.06337632761896e-261,0.937172849606963,0.389,0.194,2.35144407326381e-257,"2","Pfkfb3"
"Nptn",7.42839162277888e-260,0.710899179907005,0.993,0.852,1.64264023954509e-255,"2","Nptn"
"Traf1",1.69962157701423e-259,0.56615741868762,0.27,0.085,3.75837319325156e-255,"2","Traf1"
"Zbp1",9.63355230871643e-259,0.82787804045874,0.347,0.151,2.13026742202646e-254,"2","Zbp1"
"Ppm1h",4.25042656370882e-258,0.737303161874349,0.985,0.796,9.39896826032931e-254,"2","Ppm1h"
"Lpin2",3.63847484608201e-257,0.622003321548479,0.906,0.656,8.04575942714115e-253,"2","Lpin2"
"Slc43a2",2.38958169459845e-256,1.05311654953649,0.437,0.261,5.28408200126556e-252,"2","Slc43a2"
"Emp3",2.26376603901025e-255,0.514544611568279,1,0.994,5.00586584206337e-251,"2","Emp3"
"Zfp407",2.72928678976564e-253,0.571609147249075,0.908,0.637,6.03527187820875e-249,"2","Zfp407"
"Isg15",2.97230280678791e-252,0.709072244693452,0.973,0.673,6.5726531966501e-248,"2","Isg15"
"Gadd45g",1.30921577269963e-251,0.795798759895735,0.599,0.384,2.89506883817069e-247,"2","Gadd45g"
"Pstpip1",9.12519406490165e-251,0.75528979400909,0.316,0.133,2.0178541635717e-246,"2","Pstpip1"
"Skap2",2.95968369937034e-250,0.598796859415697,0.997,0.95,6.54474856441764e-246,"2","Skap2"
"Resf1",5.03148586352495e-247,0.543725332261529,0.959,0.691,1.11261246900127e-242,"2","Resf1"
"Med13l",7.11397162670071e-247,0.632859573429599,0.964,0.742,1.57311254581233e-242,"2","Med13l"
"Gng5",2.27939293719982e-246,0.389026620004641,1,1,5.04042160202997e-242,"2","Gng5"
"Col4a3bp",4.06484099547068e-245,0.594796768851823,0.884,0.645,8.98858289328432e-241,"2","Col4a3bp"
"Sgms2",3.82376040017337e-244,0.364764990544887,0.306,0.111,8.45548137290337e-240,"2","Sgms2"
"Serinc3",6.19362134899868e-243,0.56067996176937,0.973,0.736,1.36959548890408e-238,"2","Serinc3"
"Pla2g4a",2.71324239607679e-242,1.00260718152326,0.311,0.138,5.99979291044461e-238,"2","Pla2g4a"
"Uvrag",4.95291247853171e-242,0.644971813511958,0.996,0.903,1.09523753637772e-237,"2","Uvrag"
"Irak2",1.40126128661157e-241,0.837015327009592,0.501,0.311,3.09860908308416e-237,"2","Irak2"
"Ube2q2",7.68902178889612e-241,0.733523273995938,0.876,0.652,1.7002733881786e-236,"2","Ube2q2"
"Fmnl2",1.32511324555172e-238,0.81965837098046,0.999,0.955,2.93022291988852e-234,"2","Fmnl2"
"Rin2",1.46219308489677e-238,1.02408857145846,0.626,0.497,3.23334756863223e-234,"2","Rin2"
"Tet2",5.5809970966669e-238,0.588717296950585,0.897,0.652,1.23412588798595e-233,"2","Tet2"
"Gsn",2.47793476700111e-237,0.484196679923021,0.973,0.716,5.47945715026956e-233,"2","Gsn"
"Ap3s1",9.6329238116238e-236,0.607444865175408,0.977,0.757,2.13012844246437e-231,"2","Ap3s1"
"Prkcb",1.00995928390797e-235,0.640145262781371,0.259,0.088,2.23332296450569e-231,"2","Prkcb"
"Slc9a3r1",3.05442294651948e-234,0.543634682252196,0.857,0.632,6.75424546163852e-230,"2","Slc9a3r1"
"Rnf213",7.26990582360733e-234,0.754088243036636,0.963,0.721,1.60759427477429e-229,"2","Rnf213"
"Atrnl1",9.73501741451656e-233,0.618064110553629,0.906,0.64,2.15270440087205e-228,"2","Atrnl1"
"Pik3r1",2.87141305214084e-231,0.660735168010406,0.882,0.638,6.34955568219904e-227,"2","Pik3r1"
"Ranbp2",6.88788279782627e-229,0.584540896238831,0.964,0.724,1.52311752308332e-224,"2","Ranbp2"
"P2rx4",1.19087612732015e-226,0.556144203992619,0.913,0.683,2.63338438034305e-222,"2","P2rx4"
"Fau",1.2947115019407e-225,0.361390440540825,1,1,2.86299554424147e-221,"2","Fau"
"Nfil3",1.62563516171876e-223,0.989567807205087,0.501,0.355,3.59476703310869e-219,"2","Nfil3"
"Socs3",2.09288449685796e-223,0.892962053129177,0.345,0.171,4.62799548790201e-219,"2","Socs3"
"Zfp36l1",3.71167983496709e-222,0.66837773001958,0.99,0.873,8.20763761906273e-218,"2","Zfp36l1"
"Cpeb2",1.66842550481543e-221,1.12583668326568,0.538,0.385,3.68938931879836e-217,"2","Cpeb2"
"Bin1",1.88225882901841e-221,0.607057829653303,0.81,0.611,4.16223894860842e-217,"2","Bin1"
"Rrbp1",4.61275802631085e-221,0.393046656696433,1,0.999,1.02001918235812e-216,"2","Rrbp1"
"Adgre5",5.34646188376709e-221,0.827734398738702,0.759,0.567,1.18226311635742e-216,"2","Adgre5"
"Il1b",1.02429966754192e-218,0.564634772838515,0.358,0.154,2.26503385483544e-214,"2","Il1b"
"Pip4k2a",1.542497997826e-218,0.57046835301881,0.927,0.676,3.41092582259264e-214,"2","Pip4k2a"
"C3",7.33903933907453e-218,0.465859049503102,0.266,0.095,1.62288176904955e-213,"2","C3"
"Parp14",1.11716449089895e-217,0.997512227591589,0.374,0.203,2.47038583872486e-213,"2","Parp14"
"Soat1",5.58798700180888e-217,0.691259529907213,0.993,0.831,1.23567156571e-212,"2","Soat1"
"Tcirg1",1.53693874103648e-216,0.526832822599434,0.973,0.751,3.39863263805398e-212,"2","Tcirg1"
"Id2",9.28662429035117e-215,0.638770902488329,0.998,0.941,2.05355122932535e-210,"2","Id2"
"Irf2bp2",1.36061396100761e-213,0.507693788201906,0.938,0.699,3.00872565197612e-209,"2","Irf2bp2"
"Pias1",5.16750012947979e-213,0.500772290153051,0.912,0.68,1.14268930363187e-208,"2","Pias1"
"Hip1",3.60019355461956e-211,0.608623588402576,0.976,0.758,7.96110800733023e-207,"2","Hip1"
"Cyfip1",4.3329930832091e-210,0.621262000692118,0.994,0.919,9.58154760490028e-206,"2","Cyfip1"
"Smpdl3a",7.36132001326047e-208,0.596231906557978,0.913,0.681,1.62780869453229e-203,"2","Smpdl3a"
"Myo9b",6.25353412690404e-207,0.547125695307583,0.781,0.6,1.38284400148229e-202,"2","Myo9b"
"Ccl8",1.00578402992271e-204,3.2830076196111,0.282,0.127,2.22409022536808e-200,"2","Ccl8"
"Rgcc",1.03636328982509e-204,1.01716259114011,0.527,0.356,2.29171014279021e-200,"2","Rgcc"
"Ifitm3",1.7307083311372e-203,0.527348089173771,1,1,3.8271153326437e-199,"2","Ifitm3"
"Abtb2",9.32050432339387e-202,0.699862778963382,0.98,0.729,2.06104312103209e-197,"2","Abtb2"
"Cotl1",1.34618888787443e-201,0.513258156198419,1,0.991,2.97682748775672e-197,"2","Cotl1"
"Pycard1",3.3571294271557e-200,0.619252175031513,0.998,0.952,7.42362030226939e-196,"2","Pycard"
"Ifi203",2.85394549306747e-199,1.01473988755024,0.361,0.199,6.3109296688201e-195,"2","Ifi203"
"Gabarap",6.39517968637111e-199,0.372219948925462,1,1,1.41416608404724e-194,"2","Gabarap"
"Synj1",1.85700288702687e-195,0.608761647265117,0.761,0.592,4.10639048408253e-191,"2","Synj1"
"Gla",3.33204339505921e-195,0.870490847872191,0.493,0.36,7.36814755949444e-191,"2","Gla"
"Pitpna",3.71165085429344e-194,0.490772769785453,0.999,0.982,8.20757353409908e-190,"2","Pitpna"
"Ptbp3",2.04580518447291e-193,0.522611949560056,0.997,0.932,4.52388900442494e-189,"2","Ptbp3"
"Nr3c1",2.91466575184461e-193,0.589256156521327,0.775,0.593,6.44520037705399e-189,"2","Nr3c1"
"Epb41",4.02216283080743e-193,0.538156505074836,0.875,0.641,8.89420866776447e-189,"2","Epb41"
"Cflar",4.10470373124572e-193,0.6813765000326,0.988,0.819,9.07673136090366e-189,"2","Cflar"
"Hivep2",1.32809224624385e-192,0.677783709571635,0.994,0.853,2.93681038411902e-188,"2","Hivep2"
"Ptpn12",1.47677319528575e-190,0.516548167629266,0.848,0.625,3.26558856673537e-186,"2","Ptpn12"
"Lamp1",1.60001925751241e-189,0.482692981318726,1,1,3.53812258413718e-185,"2","Lamp1"
"Rab20",1.94007025246658e-189,0.722757267665881,0.384,0.22,4.29007734927935e-185,"2","Rab20"
"H3f3b",1.20471673852281e-188,0.445577501716762,1,1,2.66399012389549e-184,"2","H3f3b"
"Nsf",1.94330663246257e-188,0.549965649010439,0.954,0.731,4.29723395636447e-184,"2","Nsf"
"Rybp",5.41340905618899e-188,0.577090539017984,0.957,0.728,1.19706714459507e-183,"2","Rybp"
"Emb",9.77708069726397e-188,0.580568523379395,0.97,0.753,2.16200585458598e-183,"2","Emb"
"Sppl2a",3.10645343328269e-187,0.469312416103748,0.933,0.698,6.86930047701802e-183,"2","Sppl2a"
"Camk2d",2.03819529621551e-186,0.589265338400529,0.997,0.94,4.50706125852136e-182,"2","Camk2d"
"Mfsd1",7.32405878876064e-186,0.455925207382204,0.9,0.671,1.61956911995864e-181,"2","Mfsd1"
"Senp2",1.32261176664957e-185,0.601284698158385,0.972,0.764,2.9246913995922e-181,"2","Senp2"
"Jun",3.2370800251419e-185,0.485243030305851,1,0.991,7.15815505959627e-181,"2","Jun"
"Spop",5.60555404637884e-184,0.57311546196349,0.983,0.814,1.23955616627575e-179,"2","Spop"
"Btaf1",1.09945969858478e-183,0.535161749979734,0.935,0.698,2.43123523148052e-179,"2","Btaf1"
"Zeb2os",1.02444175669615e-181,0.748634311494923,0.265,0.121,2.2653480565822e-177,"2","Zeb2os"
"Cyth1",3.55835603181803e-181,0.90120399515682,0.477,0.345,7.8685926931592e-177,"2","Cyth1"
"Atp9b",1.25998392356914e-180,0.481072278832447,0.906,0.686,2.78620245018843e-176,"2","Atp9b"
"Snx8",3.87879306781121e-180,0.475853731094612,0.882,0.665,8.57717511085092e-176,"2","Snx8"
"Wnk1",4.62459327160982e-179,0.568758533918475,1,0.985,1.02263631015108e-174,"2","Wnk1"
"Bach1",7.29290340057589e-179,0.755698172711609,0.636,0.518,1.61267972896935e-174,"2","Bach1"
"Cpd",4.25564416373482e-178,0.55359705062393,0.865,0.65,9.41050593926681e-174,"2","Cpd"
"Tbc1d22a",7.76060108754599e-178,0.584766336275209,0.742,0.588,1.71610171848904e-173,"2","Tbc1d22a"
"Tcf4",1.21640048857551e-174,0.488528877653156,0.987,0.801,2.68982640038703e-170,"2","Tcf4"
"Vmp1",2.78858247547127e-174,0.532307182306031,0.999,0.963,6.16639242800961e-170,"2","Vmp1"
"Kctd12",2.17527967148103e-172,0.808728164309917,0.529,0.392,4.810195937546e-168,"2","Kctd12"
"Rsad2",2.24982038480636e-172,1.09841220518035,0.714,0.52,4.97502781692231e-168,"2","Rsad2"
"Cpeb4",2.39005622277008e-171,0.537312833674592,0.977,0.724,5.28513132541148e-167,"2","Cpeb4"
"Fnip1",1.57533456689816e-170,0.488860289344959,0.999,0.942,3.48353732778189e-166,"2","Fnip1"
"Capzb",3.36666597384517e-170,0.418501496118936,1,0.993,7.44470846796382e-166,"2","Capzb"
"Ezr",2.85178168738754e-169,0.639270005395365,0.987,0.829,6.30614484532007e-165,"2","Ezr"
"Atg7",1.93864947688987e-167,0.42326993730832,0.847,0.641,4.28693558824658e-163,"2","Atg7"
"Ascc3",1.39444774624177e-166,0.582052010327482,0.979,0.791,3.08354230126443e-162,"2","Ascc3"
"Lrch1",4.7653311621455e-166,0.519032473271394,0.783,0.598,1.05375767988523e-161,"2","Lrch1"
"Pxk",9.73395870514987e-166,0.688465943333725,0.286,0.143,2.15247028846979e-161,"2","Pxk"
"Pld3",2.82128120854356e-165,0.505180866105235,0.887,0.672,6.23869913645238e-161,"2","Pld3"
"Aprt",2.14529273874315e-164,0.514754574156272,1,0.98,4.74388583318273e-160,"2","Aprt"
"Pnrc1",5.74340285901159e-164,0.322387429102467,0.994,0.889,1.27003867421323e-159,"2","Pnrc1"
"Kdm6b",1.59910865709392e-162,0.419527596835556,0.886,0.656,3.53610897343179e-158,"2","Kdm6b"
"Tcf7l2",4.73722910849904e-162,0.618121905990991,0.95,0.73,1.04754347276239e-157,"2","Tcf7l2"
"Plekho1",2.24014082487079e-161,0.514098442719793,0.994,0.83,4.95362340603678e-157,"2","Plekho1"
"Dot1l",6.08077633450345e-161,0.547371065445462,0.782,0.621,1.34464207084875e-156,"2","Dot1l"
"Fam117b",6.62536674094256e-161,0.557798361725483,0.861,0.642,1.46506734742463e-156,"2","Fam117b"
"Cap1",2.63494470982499e-159,0.398798138709542,0.916,0.69,5.826653236836e-155,"2","Cap1"
"Mrtfa",6.75694480123481e-159,0.419867873150298,0.891,0.66,1.49416320389705e-154,"2","Mrtfa"
"Snx29",9.8163433036703e-159,0.949487298661166,0.395,0.268,2.17068799474061e-154,"2","Snx29"
"Tmed5",9.93700440492171e-159,0.431115496114323,0.941,0.709,2.19736978406034e-154,"2","Tmed5"
"Mbnl1",3.67252187630567e-158,0.533923238976084,0.997,0.929,8.12104762507473e-154,"2","Mbnl1"
"Msn",6.24433086387485e-157,0.404195092075798,0.999,0.984,1.38080888392865e-152,"2","Msn"
"Chka",5.67766820170155e-156,0.779088607462938,0.989,0.826,1.25550276944226e-151,"2","Chka"
"Ralgapa2",2.7665808210493e-155,0.466251267701298,0.917,0.679,6.11774016958632e-151,"2","Ralgapa2"
"Prdm2",3.44915036439248e-155,0.425343073160182,0.905,0.676,7.62710620078109e-151,"2","Prdm2"
"Elk3",3.8053263337268e-155,0.476021618989833,0.946,0.736,8.41471812177006e-151,"2","Elk3"
"Mbnl2",4.67333955333995e-154,0.422492097064926,1,0.998,1.03341557543006e-149,"2","Mbnl2"
"Wwp1",1.9664230983529e-153,0.59732210632997,0.815,0.633,4.34835139738777e-149,"2","Wwp1"
"Kpna3",4.54741860621433e-153,0.455096894935913,0.889,0.673,1.00557067639218e-148,"2","Kpna3"
"Sh3glb1",4.99291622294284e-153,0.406590436164311,1,0.99,1.10408356437935e-148,"2","Sh3glb1"
"Sntb2",2.40607076421865e-151,0.565507576753018,0.973,0.77,5.32054428091669e-147,"2","Sntb2"
"Traf3",1.63644947045621e-149,0.490702900082987,0.948,0.719,3.61868071401982e-145,"2","Traf3"
"Mxi11",1.32981238855229e-148,0.610501913295628,0.981,0.768,2.94061413480569e-144,"2","Mxi1"
"Klf7",1.64005873744231e-147,0.689691653058547,0.64,0.523,3.62666188610619e-143,"2","Klf7"
"Atp6v1h",3.50276758204759e-147,0.482117245328629,0.946,0.719,7.74566995418183e-143,"2","Atp6v1h"
"Stat1",4.53343069429076e-147,0.344270962326474,0.945,0.677,1.00247752942852e-142,"2","Stat1"
"Pdlim5",5.50436257349236e-147,0.51958897322099,0.981,0.791,1.21717969587636e-142,"2","Pdlim5"
"Itsn1",9.30371394205214e-147,0.66195409553359,0.981,0.792,2.05733026400599e-142,"2","Itsn1"
"Wsb1",1.1076518270423e-146,0.526534957710898,0.981,0.801,2.44935048513863e-142,"2","Wsb1"
"Cxcl101",1.71452265799012e-146,0.569129774562497,0.791,0.528,3.79132395361355e-142,"2","Cxcl10"
"Ccl5",6.80100726187097e-144,1.40320943029793,0.25,0.12,1.50390673581753e-139,"2","Ccl5"
"Clip1",2.37454547184755e-142,0.440159250632794,0.861,0.666,5.25083240189648e-138,"2","Clip1"
"Ric1",4.83711204718701e-142,0.456274872370394,0.908,0.679,1.06963058699446e-137,"2","Ric1"
"Nfat5",5.46279868769922e-142,0.601063223586677,0.993,0.844,1.20798867381093e-137,"2","Nfat5"
"Dusp5",2.02727337482526e-141,0.649225900743378,0.277,0.139,4.48290961375111e-137,"2","Dusp5"
"Ubc",8.59495562398281e-141,0.306409310552404,1,1,1.90060253713132e-136,"2","Ubc"
"Stom",6.80145686554662e-140,0.634532679435003,0.25,0.126,1.50400615667832e-135,"2","Stom"
"Wwp2",1.85763491913472e-139,0.411016011387302,0.966,0.753,4.10778809668261e-135,"2","Wwp2"
"Ppp2r5a",5.25064933569494e-139,0.40566578392182,0.94,0.719,1.16107608760222e-134,"2","Ppp2r5a"
"Ndel1",1.05991936375401e-138,0.460171261513381,0.982,0.786,2.34379968906924e-134,"2","Ndel1"
"Nampt",4.49808379499958e-138,0.511202431981919,0.996,0.908,9.94661269588257e-134,"2","Nampt"
"Cerk",1.25208191449505e-137,0.450180712672627,0.975,0.764,2.76872873752291e-133,"2","Cerk"
"Rab11fip1",3.22690241723836e-136,0.607301086227345,0.302,0.159,7.13564931523919e-132,"2","Rab11fip1"
"Vamp4",1.07297434670862e-135,0.424298660000736,0.92,0.715,2.37266817287676e-131,"2","Vamp4"
