"","C_p_val","C_avg_log2FC","C_pct.1","C_pct.2","C_p_val_adj","T_p_val","T_avg_log2FC","T_pct.1","T_pct.2","T_p_val_adj","max_pval","minimump_p_val"
"Rad21",2.15558203482059e-52,-0.252497456842681,0.99,0.912,4.76663855359877e-48,1.54405814715257e-39,-0.307844546205337,0.989,0.903,3.41437578079848e-35,1.54405814715257e-39,4.3111640696412e-52
"Brd3",2.67530577298305e-52,-0.260194430149176,0.95,0.834,5.91590365579742e-48,2.47624978425978e-45,-0.299823986415704,0.965,0.847,5.47573114793366e-41,2.47624978425978e-45,5.35061154596611e-52
"Marf1",1.05182614098616e-51,0.78919704292238,0.629,0.562,2.3259031455627e-47,0.0173647341739654,0.492027878101816,0.513,0.565,1,0.0173647341739654,2.10365228197233e-51
"Nfkbie",9.75320945673562e-30,0.427379911521187,0.192,0.122,2.15672720716795e-25,1.06576890900024e-51,0.599363049289359,0.228,0.11,2.35673478847224e-47,9.75320945673562e-30,2.13153781800049e-51
"Arhgap31",1.63629695978443e-51,0.353408449152564,0.973,0.758,3.61834346717132e-47,2.3209423709184e-14,0.284954966270023,0.977,0.789,5.13229986481186e-10,2.3209423709184e-14,3.27259391956885e-51
"Irs2",4.59340925720429e-51,0.646095487998025,0.286,0.187,1.01574058904558e-46,1.95195631302196e-28,0.591718066192663,0.24,0.153,4.31636099498545e-24,1.95195631302196e-28,9.18681851440866e-51
"Ifih1",1.10551960340756e-50,1.06107893035663,0.326,0.242,2.44463549901513e-46,7.20007564344137e-05,0.624452607529136,0.23,0.225,1,7.20007564344137e-05,2.21103920681513e-50
"Spc24",1.37779012119388e-16,-0.515422692353246,0.935,0.71,3.04670729499603e-12,1.24504205746212e-50,-0.594975095986603,0.962,0.771,2.75316150166598e-46,1.37779012119388e-16,2.49008411492424e-50
"Abcc1",6.26767195359703e-50,0.410485888993454,0.703,0.587,1.38597029909891e-45,0.950054091023524,0.308969701882398,0.389,0.489,1,0.950054091023524,1.2535343907194e-49
"Clec2d",2.40936044343345e-36,0.436918715647889,0.247,0.159,5.32781874856439e-32,6.92557958826242e-50,0.488908188112615,0.222,0.103,1.53145341435247e-45,2.40936044343345e-36,1.38511591765248e-49
"Kif13b",1.51531307434369e-49,0.591503458231555,0.628,0.556,3.3508118012962e-45,1.2791185595058e-13,0.514507180446608,0.54,0.549,2.82851487063518e-09,1.2791185595058e-13,3.0306261486874e-49
"Efna5",4.70109158135843e-44,-0.502532190543119,0.943,0.773,1.03955238138579e-39,2.43404469143461e-49,-0.523928254027674,0.96,0.8,5.38240302616936e-45,4.70109158135843e-44,4.86808938286924e-49
"Erp44",3.13064753758655e-49,0.295131948328343,0.919,0.723,6.92280089986515e-45,3.62922393568451e-22,0.251080767473616,0.814,0.669,8.02530288897916e-18,3.62922393568451e-22,6.2612950751731e-49
"Gm40323",7.20760650883845e-49,-0.312309570684785,0.014,0.106,1.59381802729945e-44,4.13937852825645e-30,-0.287335995509549,0.02,0.117,9.1534077395335e-26,4.13937852825645e-30,1.4415213017677e-48
"Wasf2",7.70688389566013e-49,0.345428538407168,0.996,0.947,1.70422323584733e-44,1.81016259561435e-31,0.330202179336239,0.997,0.935,4.00281254768202e-27,1.81016259561435e-31,1.54137677913204e-48
"Sema6d",1.52563434961084e-48,-0.422353586660403,0.509,0.586,3.37363523729445e-44,1.61865069825308e-09,-0.289579587023797,0.645,0.608,3.57932228904704e-05,1.61865069825308e-09,3.05126869922168e-48
"Atp6v1a",1.59371841607199e-48,0.376039327823742,0.997,0.97,3.52418953345999e-44,2.7758983339605e-27,0.353856293890529,0.998,0.964,6.13834398588685e-23,2.7758983339605e-27,3.18743683214398e-48
"Tmem104",1.90164614097696e-48,0.738730622438312,0.347,0.281,4.20511011154236e-44,1.75284878896212e-30,0.696131856158587,0.362,0.305,3.87607452703195e-26,1.75284878896212e-30,3.80329228195393e-48
"Zc3h12c",0.863861783284593,0.343721451162109,0.159,0.183,1,3.6392856164687e-48,0.811173174482549,0.295,0.177,8.04755228369724e-44,0.863861783284593,7.27857123293742e-48
"Rab17",4.2234230273464e-48,-0.368618637315236,0.919,0.781,9.3392553403711e-44,8.23186609103408e-15,-0.269147431760022,0.935,0.758,1.82031254871037e-10,8.23186609103408e-15,8.44684605469285e-48
"Atp11b",6.5906715085745e-48,0.433005839808994,0.975,0.801,1.45739519069108e-43,4.61955579550878e-23,0.27971890599505,0.96,0.747,1.02152237306086e-18,4.61955579550878e-23,1.31813430171491e-47
"Mark2",6.97065375803985e-48,0.277345010130506,0.928,0.732,1.54142066551535e-43,1.72222803881567e-28,0.281457255847306,0.887,0.703,3.80836286223308e-24,1.72222803881567e-28,1.39413075160798e-47
"Ifnar1",8.29481391479831e-48,0.557097295677273,0.613,0.557,1.83423220097935e-43,0.0684813813003114,0.311775090788337,0.382,0.514,1,0.0684813813003114,1.65896278295966e-47
"Ptpn14",3.51750544252642e-47,-0.305913718154868,0.916,0.788,7.77825978505868e-43,1.55281509807394e-21,-0.263220179372539,0.942,0.787,3.43374002637091e-17,1.55281509807394e-21,7.03501088505284e-47
"Tubg1",9.82693464760188e-19,-0.333252717886661,0.936,0.756,2.1730300586242e-14,3.77447691950285e-47,-0.44827763134495,0.972,0.813,8.34650081209665e-43,9.82693464760188e-19,7.54895383900574e-47
"Rpa1",7.23495563641745e-47,-0.264788016588314,0.959,0.829,1.59986573988099e-42,7.52695329018917e-33,-0.264029010292948,0.962,0.826,1.66443518105953e-28,7.52695329018917e-33,1.4469911272835e-46
"Polr1a",1.56406434832555e-46,-0.282813501351888,0.945,0.812,3.45861549345229e-42,1.4605532937669e-34,-0.295184367788943,0.967,0.819,3.22972149850674e-30,1.4605532937669e-34,3.12812869665111e-46
"Loxl2",2.20928214907077e-46,-0.51521699442959,0.933,0.769,4.8853856162402e-42,0.000104706659412037,-0.282843791568752,0.854,0.686,1,0.000104706659412037,4.41856429814154e-46
"Cep95",4.83620282250727e-46,-0.606489269615595,0.99,0.929,1.06942953014103e-41,8.16573487954883e-45,-0.615227297059876,0.993,0.939,1.80568895391463e-40,8.16573487954883e-45,9.67240564501458e-46
"Tor1aip1",5.50593315890868e-46,0.453493126791359,0.991,0.857,1.21752699942948e-41,2.32693557129925e-19,0.319850405719028,0.983,0.83,5.14555262881404e-15,2.32693557129925e-19,1.10118663178173e-45
"Hipk2",5.88868679351705e-46,0.620239649712702,0.993,0.893,1.30216531065043e-41,0.277195856763586,0.289818200642504,0.993,0.885,1,0.277195856763586,1.17773735870342e-45
"Sh3bp2",8.12746777390129e-46,0.390082552340033,0.154,0.073,1.79722694884279e-41,5.1762466990422e-34,0.332393479088277,0.139,0.061,1.1446234325592e-29,5.1762466990422e-34,1.62549355478027e-45
"L3mbtl2",3.30000988859608e-33,-0.335569007631417,0.924,0.767,7.29731186665251e-29,1.04069444457959e-45,-0.403332886688958,0.962,0.815,2.30128762529885e-41,3.30000988859608e-33,2.08138888915918e-45
"Mapk8ip1",1.21512704798288e-45,-0.28036868393584,0.916,0.798,2.68701044120455e-41,1.34912868046413e-28,-0.275994427403734,0.95,0.804,2.98332825111033e-24,1.34912868046413e-28,2.43025409596576e-45
"Grik2",1.82254267959975e-45,-0.434631078480935,0.488,0.56,4.03018862739892e-41,0.0216691767878967,-0.265550154201228,0.777,0.633,1,0.0216691767878967,3.64508535919949e-45
"Lsm2",2.68047016541082e-14,-0.272645552653687,0.954,0.783,5.92732367677294e-10,3.81086596800391e-45,-0.412996480340381,0.966,0.823,8.42696791504704e-41,2.68047016541082e-14,7.62173193600783e-45
"Jag1",1.23747811506226e-44,0.700049056156003,0.181,0.099,2.73643535583718e-40,6.91743746420325e-26,0.605451320762311,0.164,0.091,1.52965294645926e-21,6.91743746420325e-26,2.47495623012452e-44
"Vgll3",2.77396870592646e-44,-0.527461986967753,0.937,0.77,6.13407699941517e-40,0.00185374070699308,-0.25662227413158,0.902,0.706,1,0.00185374070699308,5.54793741185294e-44
"Pxn",2.87295696635956e-44,0.53310484101881,0.59,0.536,6.35296973971089e-40,1.24826578316391e-16,0.498222464483238,0.521,0.53,2.76029012631035e-12,1.24826578316391e-16,5.74591393271914e-44
"Fosb",3.53456294621247e-44,0.257047607447057,0.998,0.872,7.81597904295962e-40,2.04353465080255e-34,0.280187974880679,0.991,0.827,4.51886817331968e-30,2.04353465080255e-34,7.06912589242493e-44
"St7",9.84819793653638e-44,0.357569973329108,0.896,0.69,2.17773200970629e-39,1.43503072657049e-18,0.259956503300909,0.866,0.678,3.17328344566533e-14,1.43503072657049e-18,1.96963958730727e-43
"Klf13",1.15283873798167e-43,0.381768689076716,0.981,0.809,2.54927230129886e-39,2.54261695130705e-35,0.332512572964962,0.972,0.766,5.62248886442528e-31,2.54261695130705e-35,2.30567747596334e-43
"Cmc2",1.57792925620236e-23,-0.259176260298892,0.94,0.783,3.48927496424028e-19,1.76084376788028e-43,-0.341875832561953,0.964,0.822,3.89375382391366e-39,1.57792925620236e-23,3.52168753576054e-43
"Tnik",1.90226237957969e-43,-0.385461358402508,0.54,0.593,4.20647279996456e-39,3.22273056187339e-12,-0.277115787289294,0.615,0.605,7.12642409147064e-08,3.22273056187339e-12,3.80452475915939e-43
"Man2b1",2.97344597379903e-43,0.324737705516057,0.954,0.747,6.57518108186179e-39,2.20135865733163e-41,0.387974253670908,0.963,0.759,4.86786439895743e-37,2.20135865733163e-41,5.94689194759805e-43
"Dnase1l1",6.75607825072773e-31,0.37475009610847,0.148,0.084,1.49397158358342e-26,4.44382965766516e-43,0.446647637302443,0.18,0.083,9.82664052199496e-39,6.75607825072773e-31,8.88765931533027e-43
"Smox",5.67263996348897e-43,0.495276855262642,0.368,0.284,1.25439087512632e-38,0.00283898322830818,0.336351580131184,0.263,0.267,1,0.00283898322830818,1.13452799269779e-42
"Rgs10",1.01644854727416e-28,0.583893896849235,0.488,0.491,2.24767267258735e-24,5.67814966298768e-43,0.637305618107634,0.615,0.561,1.25560923497647e-38,1.01644854727416e-28,1.13562993259755e-42
"Kcnn4",7.04277415704272e-43,0.533833332740443,0.196,0.114,1.55736864934686e-38,0.0353020412125347,0.322720559932432,0.179,0.181,1,0.0353020412125347,1.40855483140855e-42
"Bcl3",2.75560244699603e-31,0.287046331586733,0.126,0.064,6.09346369104231e-27,1.45433216373233e-42,0.394460939866027,0.148,0.06,3.21596471366129e-38,2.75560244699603e-31,2.90866432746467e-42
"Lama4",4.47652040117562e-42,-0.412525744512691,0.924,0.788,9.89892956311965e-38,2.18989584567058e-16,-0.296720195876182,0.93,0.765,4.84251668353136e-12,2.18989584567058e-16,8.95304080235129e-42
"Birc6",5.93885343291191e-42,0.341042663643607,0.996,0.947,1.31325865961981e-37,4.32963303245626e-31,0.382521473057866,0.992,0.933,9.57411752467052e-27,4.32963303245626e-31,1.18777068658239e-41
"Wipf1",1.59794115729834e-41,0.602971164491001,0.491,0.438,3.53352728113382e-37,8.3140395519872e-06,0.514666137809732,0.346,0.367,0.183848356613093,8.3140395519872e-06,3.19588231459669e-41
"Arl8a",2.49102386136892e-41,0.274842845240297,0.799,0.649,5.50840106464509e-37,2.14673473507045e-38,0.356492197426738,0.785,0.64,4.74707451966128e-34,2.14673473507045e-38,4.98204772273784e-41
"Fblim1",2.42664355027128e-22,0.357616714313121,0.157,0.102,5.36603688271489e-18,2.61242419895595e-41,0.525172046513471,0.194,0.096,5.77685363115129e-37,2.42664355027128e-22,5.22484839791188e-41
"Mib1",1.02262165319194e-40,0.274583484209839,0.934,0.729,2.26132326170333e-36,3.44315258050549e-27,0.25226522417193,0.868,0.674,7.61384330127179e-23,3.44315258050549e-27,2.04524330638386e-40
"Trim30d",3.28736230459119e-40,0.485510196869649,0.212,0.126,7.26934426414249e-36,7.27177812471754e-14,0.313710645989589,0.156,0.103,1.60800829671879e-09,7.27177812471754e-14,6.57472460918236e-40
"Gramd1b",4.93471108112222e-40,0.891818830051424,0.381,0.335,1.09121266136856e-35,1.91193282131302e-14,0.743183141930455,0.326,0.304,4.22785704776949e-10,1.91193282131302e-14,9.86942216224448e-40
"Ccdc13",3.92038859972771e-17,-0.293603463648448,0.865,0.716,8.66915531057788e-13,7.96204880801804e-40,-0.388609764570335,0.958,0.801,1.76064785291703e-35,3.92038859972771e-17,1.59240976160362e-39
"Pkn1",1.33355476244956e-39,0.365039985844256,0.675,0.594,2.9488896462047e-35,9.01588022460921e-22,0.382801752593301,0.647,0.598,1.99368159406784e-17,9.01588022460921e-22,2.66710952489913e-39
"Ftl1-ps1",4.08643488838531e-18,0.293141783963361,0.994,0.936,9.03633346868644e-14,1.81865927499405e-39,0.392975631560247,0.997,0.942,4.02160125479435e-35,4.08643488838531e-18,3.63731854998813e-39
"Filip1l",3.24087128998399e-39,0.547701924839476,0.534,0.496,7.1665386835416e-35,1.21226675772504e-05,0.410884135577128,0.323,0.338,0.268068548135739,1.21226675772504e-05,6.481742579968e-39
"Lrrc8c",7.1299402837418e-39,0.634952379323945,0.298,0.221,1.57664369494382e-34,0.580181412256138,0.369908241061238,0.201,0.227,1,0.580181412256138,1.42598805674837e-38
"Fbxl7",7.35749526805241e-39,-0.666372107423731,0.943,0.755,1.62696292862443e-34,5.28326289874802e-35,-0.624176984120404,0.964,0.772,1.16828792480015e-30,5.28326289874802e-35,1.47149905361048e-38
"Hspa1b",7.44146275036184e-39,0.783384724844428,0.578,0.472,1.64553065798751e-34,8.70160308553728e-09,0.518519736634368,0.511,0.483,0.000192418549030486,8.70160308553728e-09,1.48829255007236e-38
"Pcgf5",9.08850551076173e-39,0.689367145534733,0.328,0.259,2.00974122359474e-34,3.92215992333448e-09,0.492829998901015,0.229,0.196,8.67307223846954e-05,3.92215992333448e-09,1.81770110215236e-38
"Gls",1.16574542605037e-35,0.396746924944157,0.996,0.908,2.57781286062519e-31,1.38116716209993e-38,0.494721974112853,0.994,0.868,3.05417494555157e-34,1.16574542605037e-35,2.76233432419985e-38
"Ppp1r12c",3.92061374341593e-38,0.268531623053804,0.811,0.668,8.66965317081565e-34,1.84456764695673e-19,0.269992296415258,0.753,0.642,4.07889243771542e-15,1.84456764695673e-19,7.84122748683183e-38
"Tspan9",4.19989431633666e-38,-0.290524449466345,0.905,0.775,9.28722630171526e-34,7.0815434305661e-22,-0.26297217796513,0.94,0.784,1.56594169880108e-17,7.0815434305661e-22,8.39978863267336e-38
"Rfx7",4.65661609075119e-38,-0.268235461833007,0.964,0.829,1.02971751614781e-33,2.65076267673859e-22,-0.279388053259164,0.966,0.807,5.86163150707205e-18,2.65076267673859e-22,9.31323218150238e-38
"Cep135",7.34669756656406e-38,-0.298997169389768,0.941,0.804,1.62457523289431e-33,6.62694298692053e-37,-0.336548643176412,0.962,0.819,1.46541590269774e-32,6.62694298692053e-37,1.46933951331282e-37
"Rap1gds1",1.17803633218102e-34,0.311535450201911,0.964,0.787,2.6049917413519e-30,1.26334542612653e-37,0.350698294309439,0.956,0.737,2.79363574079359e-33,1.17803633218102e-34,2.52669085225306e-37
"Ddr2",1.99526787012494e-37,-0.358665055270772,0.906,0.768,4.41213584120729e-33,1.36619906376991e-18,-0.299186510509925,0.935,0.768,3.02107598971441e-14,1.36619906376991e-18,3.99053574024988e-37
"Ero1lb",2.40192952509854e-37,0.481722230000503,0.193,0.113,5.3113867588504e-33,9.39064486047361e-11,0.337681863871385,0.142,0.098,2.07655329799653e-06,9.39064486047361e-11,4.80385905019712e-37
"Hcfc1r1",4.31902828786789e-37,0.271291548841451,0.986,0.802,9.55066725296227e-33,1.64853074116396e-24,0.288938433228814,0.982,0.807,3.64539602793586e-20,1.64853074116396e-24,8.63805657573586e-37
"Siva1",7.35219027145021e-37,-0.31059825282312,0.989,0.87,1.62578983472578e-32,7.76492922396758e-25,-0.309786180469143,0.987,0.881,1.71705879929595e-20,7.76492922396758e-25,1.47043805429004e-36
"Cntfr",8.02977751854667e-37,-0.294100672167274,0.916,0.776,1.77562470267623e-32,3.63503812045364e-22,-0.265511318287643,0.938,0.783,8.03815979575914e-18,3.63503812045364e-22,1.60595550370933e-36
"Trim63",9.46976158010216e-37,-0.32578265708134,0.913,0.77,2.09404837820799e-32,1.53593875499208e-15,-0.259520770516761,0.921,0.757,3.39642136891399e-11,1.53593875499208e-15,1.89395231602044e-36
"Xrcc5",1.31237850133719e-36,-0.26594272142494,0.896,0.774,2.90206258000693e-32,8.61558461969357e-23,-0.252140001733477,0.935,0.782,1.90516422695284e-18,8.61558461969357e-23,2.6247570026744e-36
"Nus1",5.35989093150526e-29,0.323119717936717,0.977,0.817,1.18523268168376e-24,1.82556989427097e-36,0.353620275030433,0.964,0.75,4.0368827072014e-32,5.35989093150526e-29,3.65113978854195e-36
"Zfand2a",5.291958763771e-36,0.639765120507201,0.29,0.218,1.17021084143268e-31,1.2841461932258e-19,0.59934918898426,0.281,0.223,2.8396324770802e-15,1.2841461932258e-19,1.0583917527542e-35
"Thsd7a",5.03118023104358e-32,-0.6086651556071,0.935,0.748,1.11254488449067e-27,1.19172724890689e-35,-0.613845987725811,0.964,0.779,2.6352664655078e-31,5.03118023104358e-32,2.38345449781377e-35
"C9orf72",2.24034682098595e-35,0.526726756757251,0.26,0.184,4.95407892524623e-31,5.62890530650922e-21,0.472452225498945,0.228,0.157,1.24471983042838e-16,5.62890530650922e-21,4.48069364197192e-35
"Espn",2.25693781847178e-35,-1.0910238755104,0.981,0.775,4.99076659798665e-31,0.0113343661549334,-0.838642682823231,0.957,0.692,1,0.0113343661549334,4.51387563694357e-35
"Clmn",2.26018574841297e-35,-0.297080231424212,0.912,0.775,4.99794874546559e-31,1.4838829719208e-22,-0.270447782297566,0.938,0.783,3.28131041580848e-18,1.4838829719208e-22,4.52037149682594e-35
"Actr2",2.7150867291983e-35,0.339427620159743,0.997,0.889,6.0038712842762e-31,2.80731489241612e-22,0.345911296055832,0.981,0.841,6.20781542159978e-18,2.80731489241612e-22,5.43017345839662e-35
"Map1b",1.86180145045573e-32,-0.343391169763258,0.888,0.751,4.11700154739276e-28,5.12048194936359e-35,-0.353863176812679,0.951,0.796,1.13229217346277e-30,1.86180145045573e-32,1.02409638987272e-34
"Nasp",2.65117979065576e-21,-0.32480906881676,0.993,0.885,5.86255387107707e-17,7.55254585637281e-35,-0.388289372662764,0.987,0.915,1.67009446521972e-30,2.65117979065576e-21,1.51050917127456e-34
"Gsdmd",1.32867214965112e-34,0.328367593045249,0.145,0.076,2.93809272452352e-30,3.84376288971821e-17,0.308091988027303,0.134,0.078,8.49971287803387e-13,3.84376288971821e-17,2.65734429930223e-34
"Smc4",1.67350842254079e-34,-0.589498637623544,0.992,0.885,3.70062917476444e-30,5.32745069598333e-33,-0.64327185795817,0.987,0.889,1.17805917240279e-28,5.32745069598333e-33,3.34701684508159e-34
"Pcdh7",1.91966562471465e-34,-0.439860000388788,0.945,0.785,4.2449565959315e-30,8.84836746220336e-07,-0.266265896531688,0.953,0.762,0.0195663949691703,8.84836746220336e-07,3.83933124942931e-34
"Mlf1",6.53562892993027e-34,-0.344317475683904,0.571,0.603,1.44522362527548e-29,5.88924566772243e-16,-0.300767766284194,0.607,0.603,1.30228889450346e-11,5.88924566772243e-16,1.30712578598606e-33
"Hist1h2ae",1.46736744088166e-33,-0.833171040353359,0.94,0.624,3.24478962202161e-29,3.16727104793035e-12,-1.01070160461541,0.949,0.636,7.00378646828838e-08,3.16727104793035e-12,2.93473488176331e-33
"Apobec3",2.81273758468647e-33,0.275689047194041,0.131,0.063,6.21980662101719e-29,3.66969084965693e-12,0.26928161138305,0.109,0.065,8.11478737584637e-08,3.66969084965693e-12,5.62547516937292e-33
"Nup98",5.69152951036674e-33,0.265360596050635,0.959,0.763,1.2585679206274e-28,4.60238515137575e-24,0.283603259937045,0.942,0.732,1.01772542852372e-19,4.60238515137575e-24,1.13830590207335e-32
"Clmp",1.13422742918165e-32,0.267592443301982,0.138,0.069,2.50811711414938e-28,3.26370430197459e-30,0.322037703191684,0.117,0.049,7.21702932295641e-26,3.26370430197459e-30,2.2684548583633e-32
"Apex1",2.47643394511531e-31,-0.258303183157301,0.937,0.792,5.47613838283349e-27,1.38537884257347e-32,-0.296032626075412,0.954,0.806,3.0634882345827e-28,2.47643394511531e-31,2.77075768514695e-32
"Tnfsf12",3.40474003255929e-32,0.458449258276356,0.188,0.119,7.52890163399836e-28,2.74102758267918e-11,0.345410298099846,0.165,0.121,6.06123429357848e-07,2.74102758267918e-11,6.80948006511864e-32
"Ecm1",1.99841064090165e-21,0.615028373091712,0.388,0.375,4.41908545022581e-17,3.43929416841759e-32,0.76092522204865,0.519,0.49,7.60531119462181e-28,1.99841064090165e-21,6.87858833683516e-32
"Gm19951",4.13467367954866e-30,0.697027318995549,0.339,0.296,9.14300390758596e-26,4.0989848087819e-32,0.605597089138324,0.255,0.164,9.0640851076594e-28,4.13467367954866e-30,8.19796961756385e-32
"S100a9",2.09699941700762e-31,-2.67449529228549,0.074,0.164,4.63709481082896e-27,5.10217227749109e-32,-2.41643936027539,0.079,0.209,1.12824335572161e-27,2.09699941700762e-31,1.02043445549822e-31
"Cacna1c",5.66753074913666e-32,-0.560326256903134,0.509,0.55,1.25326107455659e-27,2.24858313082234e-21,-0.494010245153559,0.505,0.548,4.97229187718744e-17,2.24858313082234e-21,1.13350614982734e-31
"Wbp1",2.02010145263241e-25,-0.255471857838585,0.908,0.769,4.46705034220605e-21,6.63338898088102e-32,-0.295317182980551,0.952,0.812,1.46684130534222e-27,2.02010145263241e-25,1.3266777961762e-31
"Dram1",3.35416325951388e-22,0.381542083173146,0.163,0.107,7.41706121576305e-18,6.88226395922258e-32,0.437576244520791,0.173,0.088,1.52187502930289e-27,3.35416325951388e-22,1.37645279184453e-31
"Irf1",7.01062868885556e-32,0.56945833937788,0.355,0.29,1.55026032196663e-27,4.91516275995113e-07,0.434835599723583,0.241,0.214,0.0108688994110799,4.91516275995113e-07,1.40212573777112e-31
"Cks2",1.5695912101929e-31,-0.592237482875321,0.973,0.798,3.47083704309956e-27,1.50514386807024e-28,-0.63732502985668,0.972,0.82,3.32832463546372e-24,1.50514386807024e-28,3.13918242038579e-31
"Alyref",4.10673543609975e-30,-0.283581122992982,0.965,0.812,9.08122406984739e-26,3.57542301481578e-31,-0.30741748696306,0.972,0.819,7.90633291266213e-27,4.10673543609975e-30,7.15084602963158e-31
"Hsph1",4.14016628050357e-31,-0.385089576059389,0.993,0.887,9.15514969607755e-27,5.64721632783797e-27,-0.285184655434096,0.993,0.925,1.24876894657481e-22,5.64721632783797e-27,8.28033256100715e-31
"Pde1c",4.91610316875363e-19,-0.439485109640171,0.927,0.737,1.08709789370649e-14,5.97030058151349e-31,-0.532422605864523,0.954,0.774,1.32021256759008e-26,4.91610316875363e-19,1.1940601163027e-30
"Lig1",0.278076396633922,-0.533072133742868,0.948,0.695,1,6.45652666327679e-31,-0.690133272888259,0.955,0.754,1.4277317410504e-26,0.278076396633922,1.29130533265535e-30
"Ifngr1",8.73548318846865e-31,0.573323598751036,0.317,0.258,1.93167739746607e-26,1.08978092040076e-16,0.477887987532538,0.281,0.228,2.40983254928219e-12,1.08978092040076e-16,1.74709663769373e-30
"Evl",1.19287101896912e-30,0.395460126426262,0.992,0.85,2.63779568424641e-26,3.14273476728906e-10,0.254722588162769,0.979,0.83,6.94952939090629e-06,3.14273476728906e-10,2.38574203793824e-30
"Rai1",1.33387063061712e-30,-0.250115983379439,0.966,0.823,2.94958812548364e-26,3.06266653988256e-23,-0.292087818933572,0.969,0.808,6.7724745196423e-19,3.06266653988256e-23,2.66774126123423e-30
"Bnip3",1.76202774746111e-30,-0.396188089905992,0.996,0.919,3.89637195796075e-26,1.55368099535038e-10,-0.363672599419894,0.995,0.878,3.43565478501829e-06,1.55368099535038e-10,3.52405549492222e-30
"Trafd1",2.00368182836598e-30,0.595784024106839,0.298,0.242,4.43074162706569e-26,0.00260007366581583,0.405892247217613,0.218,0.222,1,0.00260007366581583,4.00736365673197e-30
"Dapp1",2.61834863247166e-30,0.495819861787098,0.285,0.217,5.78995433098459e-26,0.761921661480675,0.296813298579201,0.183,0.215,1,0.761921661480675,5.23669726494332e-30
"Atp6ap2",2.67838107807011e-30,0.397703163188339,0.991,0.872,5.92270407793644e-26,1.25852497835116e-21,0.357015586570067,0.986,0.837,2.78297628462793e-17,1.25852497835116e-21,5.3567621561402e-30
"Itgav",5.62038182027089e-30,0.554065662824656,0.992,0.865,1.2428350319165e-25,2.32284296998987e-25,0.648271151936614,0.991,0.853,5.13650265953859e-21,2.32284296998987e-25,1.12407636405418e-29
"Cdk15",5.77693955758766e-30,-0.342910747987002,0.923,0.767,1.27745464436936e-25,3.07386255788498e-15,-0.270509998479968,0.933,0.762,6.79723227425105e-11,3.07386255788498e-15,1.15538791151754e-29
"Cenph",1.00679784881156e-29,-0.418641220544289,0.503,0.539,2.226332083077e-25,0.0138757878967184,-0.272382284658543,0.711,0.584,1,0.0138757878967184,2.01359569762313e-29
"Xpr1",1.14285762225024e-29,0.543295496894051,0.548,0.52,2.52720106008196e-25,0.00869953891618516,0.273363952703291,0.337,0.463,1,0.00869953891618516,2.2857152445005e-29
"Dyrk1a",1.70404769612232e-29,0.360818854857829,0.991,0.867,3.76816067043528e-25,7.25198336737114e-07,0.260524331721124,0.987,0.839,0.0160363108202678,7.25198336737114e-07,3.40809539224464e-29
"Pla2g2e",6.43818566954163e-29,-0.368340571396102,0.917,0.756,1.42367599710574e-24,9.20947139377922e-24,-0.390818503767637,0.961,0.78,2.0364904093064e-19,9.20947139377922e-24,1.28763713390832e-28
"Baiap2",1.04744097533947e-28,0.703090490829432,0.327,0.29,2.31620622876817e-24,0.9270602030675,0.517506893848966,0.247,0.303,1,0.9270602030675,2.09488195067895e-28
"Pik3cd",3.47392546901363e-28,0.487411809356617,0.219,0.153,7.68189138962983e-24,8.82125267279751e-07,0.35621511242621,0.185,0.156,0.0195064360353571,8.82125267279751e-07,6.94785093802727e-28
"Ikbke",0.0701056277843517,0.301258906164344,0.165,0.172,1,5.04437081648423e-28,0.516199805775652,0.295,0.209,1.11546171864916e-23,0.0701056277843517,1.00887416329685e-27
"Csf1",1.33662592442694e-27,-0.58722274055621,0.09,0.181,2.9556809066853e-23,7.64603606818519e-28,-0.340773398752749,0.036,0.136,1.69076795575779e-23,1.33662592442694e-27,1.52920721363704e-27
"Kmt2c",9.13117737545136e-28,0.26561390640388,0.975,0.791,2.01917725303356e-23,1.41752829366201e-26,0.281634046316335,0.964,0.745,3.1345803157748e-22,1.41752829366201e-26,1.82623547509027e-27
"Arhgap18",1.6945501443699e-27,0.68212464888236,0.44,0.435,3.74715873424515e-23,0.0301634267042076,0.302551049433957,0.351,0.47,1,0.0301634267042076,3.3891002887398e-27
"Dek",3.9156228163398e-12,-0.299232540995372,0.998,0.957,8.65861673377219e-08,1.84448210193631e-27,-0.421814273467634,0.998,0.97,4.07870327201175e-23,3.9156228163398e-12,3.68896420387262e-27
"Arap1",4.28716012004296e-24,0.494805474392374,0.25,0.198,9.48019717345101e-20,2.36210044216836e-27,0.546888119261424,0.256,0.176,5.2233127077669e-23,4.28716012004296e-24,4.72420088433674e-27
"Gpd2",2.57063677097203e-27,0.291362689980517,0.869,0.695,5.68444909165044e-23,1.28183978326257e-25,0.354121743765506,0.883,0.697,2.83453231272852e-21,1.28183978326257e-25,5.14127354194408e-27
"Mgll",4.87212706348447e-27,-1.36616048821727,0.97,0.747,1.07737345754832e-22,2.92367164945191e-11,-1.13531660245239,0.972,0.806,6.46511511843301e-07,2.92367164945191e-11,9.74425412696896e-27
"Rtn3",8.47142686976256e-27,0.324231874463727,0.998,0.952,1.87328662371059e-22,9.15458484243327e-16,0.272278660579472,0.994,0.94,2.02435334620727e-11,9.15458484243327e-16,1.69428537395252e-26
