SAMPLE,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,TYPE
TCGA-06-5408-01A,0.000433999,0.003983214,0.007033523,0.008059855,0,0.017126939,0,0.029827977,0.023916513,0.019015676,0,0.075067239,0.121102149,0.026347772,0.026963985,0.476934787,0.014025426,0,0.074974375,0,0,0.075186572,WT
TCGA-06-5417-01A,0,0,0,0,0.026025596,0.097419706,0,0.004703327,0,0,0.003887434,0.01248504,0.074916013,0,0.002918859,0.635152664,0,0,0.113687371,0,0,0.028803991,WT
TCGA-12-3650-01A,0,0.001601121,0,0,0,0.061893005,0,0.013328761,0.004449146,0,0.008786127,0,0.070279454,0.076061458,0.002373442,0.660476969,0,0,0.089697159,0,0,0.011053359,WT
TCGA-06-2557-01A,0.032834186,0,0.008091352,0.044181951,0,0.089928424,0,0.04303286,0.004323422,0.020411072,0,0.059394631,0.219671441,0,0.068236348,0.375676116,0,0,0,0.026032978,0.004151758,0.004033461,WT
TCGA-26-5134-01A,0,0.003189852,0,0.005781111,0,0.084839602,0,0.024212009,0,0,0.020878504,0.001957309,0,0.385286191,0.086919602,0.372471844,0,0,0.005107893,0,0.005309461,0.004046621,WT
TCGA-14-0789-01A,0.000787991,0.008049653,0,0.021996465,0,0.072023469,0,0.009323759,0.037659516,0,0.162924093,0,0.087662845,0.234740119,0.003367882,0.208289973,0,0,0,0.132239772,0.005665907,0.015268555,WT
TCGA-27-2523-01A,0.029290728,0,0,0.024335662,0,0.008013438,0,0.014372588,0,0.003772736,0.000380335,0.003530686,0,0.453945417,0.022430581,0.399860213,0,0,0.027091641,0,0.012975974,0,WT
TCGA-14-1829-01A,0.00413948,0,0.000304165,0.018859478,0,0.121800226,0,0.016791712,0,0.002950166,0.011109392,0,0.295568088,0,0.033697323,0.38310743,0,0,0,0.011270885,0.093256682,0.007144974,WT
TCGA-08-0386-01A,0,0.004813176,0.000339474,0,0.029929292,0.084492995,0,0.021129072,0.003729178,0,0.10921747,0,0.239393153,0.162573175,0.014720727,0.096615849,0,0,0.083191474,0,0.044349843,0.105505121,WT
TCGA-32-1980-01A,0.012753881,0,0.000300775,0.015447058,0,0.049565244,0,0.020806718,0,0,0,0.046144522,0.173929333,0.256194265,0.03314513,0.325156376,0,0,0,0.063296182,0.003260516,0,WT
TCGA-06-0129-01A,0.058998932,0,0.000292527,0.014053405,0,0.097663436,0,0.004602593,0,0,0,0.055438079,0.218217467,0,0.03282104,0.433020843,0,0,0,0.081568004,0.001919126,0.001404546,WT
TCGA-12-0821-01A,0.000580812,0.008884182,0,0.036731144,0,0.041720202,0,0.034883837,0.04003984,0,0.063174194,0,0.004073479,0.469738053,0.018892097,0.263807515,0,0,0.010502604,0,0,0.00697204,WT
TCGA-28-5213-01A,0.001317354,0.00741486,0,0.061953405,0,0.062690664,0.018587193,0,0.035526577,0,0.056123693,0,0.288570672,0,0.009557261,0.268806924,0,0.0001871,0,0.078862378,0,0.110401919,WT
TCGA-26-1442-01A,0.001237608,0.00483343,0,0.027431853,0,0.082178467,0,0.012232032,0.072195675,0,0.067302963,0.014227583,0.266234411,0.004107786,0.027038064,0.209615327,0,0,0.211183151,0,0.000181649,0,WT
TCGA-06-0158-01A,0,0.014598857,0,0,0,0.094999063,0,0.026074461,0.040036228,0,0.064092906,0,0.038880507,0.334377606,0.011989616,0.344217041,0,0,0,0.005450185,0,0.025283531,WT
TCGA-06-0174-01A,0.004215161,0,0,0,0,0.040717363,0,0.002958944,0,0,0.018561537,0.002509276,0.057928036,0.440625249,0.053075687,0.336045316,0,0,0.005714457,0,0,0.037648973,WT
TCGA-76-4928-01B,0.008497813,0,0.01065423,0.037676457,0,0.105192332,0.075194842,0.010791172,0.018490278,0,0.067264368,0,0.313104842,0.020023556,0.00391938,0.269618556,0.009044224,0,0.026775632,0,0,0.023752319,WT
TCGA-06-0130-01A,0.008615443,0,0.001270604,0.003913472,0,0.179314016,0,0.004370317,0.020319742,0.031125943,0,0.040632321,0.189651,0,0.107288728,0.397872915,0.00735257,0,0,0.003725065,0,0.004547864,WT
TCGA-28-2514-01A,0.007857702,0.002088521,0,0,0,0.241732138,0,0.012720367,0.011516639,0,0.106342355,0.043503195,0.033309625,0.258929068,0.025811394,0.141109209,0,0,0.065019731,0,0,0.050060056,WT
TCGA-28-1747-01C,0.003467232,0,0.000994651,0.022866317,0,0.188716037,0,0,0.010626546,0,0.011454364,0.036282558,0.309580013,0,0.064299135,0.255852126,0,0,0.049269122,0,0.041177437,0.005414461,WT
TCGA-12-0618-01A,0,0.012377831,0,0,0,0.162534094,0,0.066661414,0.001105601,0,0.164725734,0.001963492,0.100145471,0.079811988,0.00070185,0.251224788,0.01015412,0,0.089031545,0,0,0.059562072,WT
TCGA-06-0750-01A,0.011483824,0,0.005212037,0.024270227,0,0.086114764,0,0.023429346,0.002701141,0,0,0.059608087,0.16551853,0.059260037,0.09007115,0.348292765,0,0,0,0.033686827,0.014104619,0.076246644,WT
TCGA-06-0747-01A,0,0.014957135,0.001094047,0.091544216,0,0.086033757,0,0.107389318,0.00634855,0,0.104825021,0.026508729,0.123400055,0,0.008550906,0.2393758,0,0.009268742,0,0.128463311,0,0.052240412,WT
TCGA-06-5410-01A,0.006672924,0.006082191,0,0.020008573,0,0.023268382,0.014034448,0,0.01195861,0,0.067893919,0,0.169599219,0,0.004011347,0.587830005,0.002560999,0,0,0.032263476,0,0.053815909,WT
TCGA-27-1832-01A,0.012478892,0,0.004960259,0.057691629,0,0.157647894,0,0.021722077,0.036144722,0,0.020902826,0,0.373508743,0,0.026249224,0.288541938,0,0.000151797,0,0,0,0,WT
