SAMPLE,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,TYPE
TCGA-14-0787,0,0.006766929,0,0.042724353,0,0.134578536,0.004309455,0.005774048,0.015838593,0,0.045307384,0.021785566,0.164227074,0.063132198,0.053475142,0.369267252,0,0,0.057915185,0,0,0.014898285,no alteration
TCGA-14-0790,0,0,0.013846249,0,0,0.178085096,0,0.007909072,0,0.048272191,0,0.071152943,0,0.058870291,0.170431852,0.179160808,0.012833175,0,0.25355397,0,0.005884353,0,MUT
TCGA-06-0745,0.00165927,0.000586847,0,0.018320633,0,0.094789445,0,0.016210846,0.012962658,0,0.020155542,0.011437888,0.053992933,0.216826507,0.007350616,0.461718864,0,0,0,0.039493615,0.022094015,0.022400321,no alteration
TCGA-27-2521,0.033233355,0,0.000738093,0,0,0.104122542,0.00540232,0,0.009122825,0,0.041451334,0,0.114935846,0.05147413,0.013025456,0.522188619,0,0,0.089810021,0,0,0.01449546,no alteration
TCGA-32-5222,0.004184804,0,0,0,0,0.111464168,0,0.007079315,0,0.012272083,0,0.027532667,0.267229026,0,0.034392952,0.470020418,0,0.002256187,0,0,0.034319875,0.029248504,MUT
TCGA-28-5204,0.000548626,0.007602408,0,0,0,0.258905369,5.35E-05,0.001231309,0,0,0.057766494,0.013051034,0.088493595,0.019172956,0.085623094,0.428541825,0,0.007344079,0.011509358,0,0.000187288,0.019969052,no alteration
TCGA-14-1829,0.015991998,0,0.000837277,0.028254091,0,0.08770263,0,0.006180931,0,0.002564256,0.008978363,0,0.34264675,0,0.022040648,0.414562908,0,0,0,0.006115797,0.060351249,0.003773101,no alteration
TCGA-76-4928,0.005490089,0,0.004076778,0.030585634,0,0.061233684,0.127498908,0,0.017729985,0,0.045880983,0,0.290576422,0.053938444,0.000312243,0.296560463,0,0,0.039450501,0,0.003466936,0.02319893,no alteration
TCGA-06-0645,0.006557237,0,0.002283308,0,0,0.118356787,0.006365847,0,0.014118579,0,0.052100317,0,0.237416807,0.045887319,0.013255849,0.3324069,0,0,0,0.111164684,0.042127597,0.01795877,MUT
TCGA-41-3915,0.010542139,0,0.000267419,0.040066912,0,0.062831445,0.018088267,0,0,0.014529661,0,0,0.12347269,0.140508605,0.014197511,0.472247949,0,0,0,0.022844849,0,0.080402554,MUT
TCGA-19-2629,0.001080313,0,0,0.021035541,0,0.122170871,0,0.000288022,0.006763794,0,0,0.034600043,0.2291177,0,0.036597989,0.416010232,0,0,0.112379626,0,0.013735255,0.006220615,no alteration
TCGA-06-0174,0.011762392,0,0,0,0,0.051927322,0,0.004296697,0.011351389,0.007144605,0,0.018462938,0.033876945,0.447446107,0.017365698,0.348373921,0,0,0.012249648,0,0,0.035742338,no alteration
TCGA-28-2510,0.002626988,0,0,0,0,0.198314916,0,0.015553498,0.029612138,0,0.044838774,0.020273902,0.123189948,0.222102644,0.005076221,0.269292842,0,0,0.018998345,0,0,0.050119782,MUT
TCGA-15-0742,0.004307882,0.004820169,0,0,0,0.111474717,0.005076028,0.011281063,0.06101782,0,0.118309752,0.003396961,0.042263889,0.226629732,0.016260478,0.340522682,0,0,0,0.001376796,0,0.05326203,no alteration
TCGA-32-2634,0,0.007715507,0.005396013,0,0,0.115015915,0,0.008066296,0.011969793,0.010828315,0.005934756,0,0,0.497418101,0.007998294,0.315484602,0,0,0,0.007392484,0,0.006779923,MUT
TCGA-06-0139,0.012395719,0,0.003065203,0.038625452,0,0,0,0.053638354,0,0.011655499,0,0.03220543,0.124680664,0.052433582,0.037589142,0.563303148,0.007343794,0,0.012112036,0,0,0.050951977,no alteration
TCGA-06-0644,0,0.003932885,0,0.016372662,0,0.17224665,0.015501084,0,0.013305469,0,0.00634812,0.000654682,0.118994809,0.231945786,0.020981769,0.3432012,0.014619433,0,0.036692906,0,0,0.005202545,MUT
TCGA-06-0171,0.01942309,0,0,0.019179205,0,0.02137286,0.018453821,0,0,0.002923848,0.013288161,0,0.214715313,0,0.015444709,0.50148493,0,0,0,0.044089224,0,0.129624838,no alteration
TCGA-76-4931,0,0.007377446,0.000486645,0.020354759,0,0.070660164,0,0,0,0,0.0387945,0,0.030071296,0.483196957,0.041948741,0.29207334,0,0,0.004794886,0,0,0.010241266,MUT
TCGA-28-5213,0,0.010483433,0.001235192,0.043942816,0,0.071289609,0.030290615,0,0.02619845,0,0.029657959,0,0.251992985,0,0.011008521,0.366490742,0,0,0,0.056707215,0,0.100702462,MUT
TCGA-32-1980,0.013909323,0,0.000954162,0.014888058,0,0.061342408,0,0.000878708,0,0,0,0.040794758,0.117910355,0.334296579,0.026915269,0.338452881,0,0,0,0.046020206,0.001766368,0.001870924,no alteration
TCGA-02-2483,0.004027352,0,0.000904182,0.015829451,0,0.054785556,0,0.011351727,0,0.010101778,0,0.022217571,0.180449924,0.102431934,0.037191797,0.434850635,0,0,0,0.064338224,0.04141537,0.020104499,no alteration
TCGA-12-5299,0.002213631,0,0.000937481,0,0,0.222644603,0,0.000907267,0.006392953,0,0.092498639,0.016005257,0.142290946,0,0.042690631,0.417198934,0,0.004102717,0.014926802,0,0.000679741,0.036510397,no alteration
TCGA-32-2638,0,0,0.005836723,0,0,0.157403553,0,0.003430727,0.016873461,0.034791995,0,0.05776034,0.102401081,0,0.083902198,0.511149207,0.002685879,0,0.010798509,0,0,0.012966328,no alteration
TCGA-28-5215,0.040722721,0,0.013002859,0.022633765,0,0.036625866,0,0.039730397,0,0.003613045,0,0.025623618,0.180023489,0.141375433,0.050345574,0.312871634,0,0,0,0.107374784,0.024651542,0.001405273,MUT
TCGA-27-2519,0,0.043027712,0.000497826,0.052081644,0,0.090251145,0.016198431,0,0.02310836,0,0,0,0.212826528,0.056720515,0.021709002,0.470591449,0,0,0,0.004210705,0,0.008776682,MUT
TCGA-41-2571,0.012211242,0,0.002189949,0.034378911,0,0,0,0.03040123,0,0,0,0.022770103,0.066298732,0.293098162,0.021529959,0.253197147,0,0,0,0.228238134,0.032315022,0.00337141,MUT
TCGA-27-1831,0.000963981,0.003210784,0.001674294,0.009839671,0,0.184338917,0,0,0,0.028041271,0,0.080777534,0.160191496,0,0.045980255,0.439072861,0,0,0.032659521,0,0.007349315,0.0059001,no alteration
TCGA-06-5412,0.002665456,0,0.004435736,0,0,0.099791507,0,0.007497916,0.001582663,0.021480297,0,0.022352823,0.215269662,0,0.010384069,0.464122413,0,0,0,0.087324892,0.04227681,0.020815755,MUT
TCGA-06-0238,0.013254191,0,0.001970584,0.019316862,0,0.071845194,0,0.012139523,0,0,0,0.0333795,0.052056121,0,0.023024456,0.532925222,0,0,0,0.060859441,0.17200355,0.007225356,no alteration
TCGA-08-0386,0,0.005658156,0,0,0.013224648,0.028802247,0,0,0.002839222,0,0.084661934,0,0.185855571,0.177709549,0.012961769,0.244652736,0,0,0.172338129,0,0,0.071296038,MUT
TCGA-06-2570,0.021131896,0,0,0,0,0.106809221,0,0.016647885,0.045538875,0,0.080680005,0.009793668,0.077251809,0.265009332,0.013952207,0.312101769,0,0,0,0.005774269,0,0.045309062,no alteration
TCGA-16-0846,0.002830227,0,0,0.007275531,0,0.163607795,0,0,0,0.00813162,0,0.029997288,0.105942733,0,0.157206227,0.459396117,0.001755014,0,0,0.056438932,0.006103696,0.001314819,MUT
TCGA-27-1837,0.004511411,0.00242926,0.00152578,0,0,0.235138891,0,0.013575363,0.010244399,0,0.093777138,0.050990476,0.114354951,0.045801219,0.112079907,0.247657513,0,0,0.061003541,0,0,0.006910152,MUT
