SAMPLE,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,TYPE
TCGA.AX.A1CE.01A.11R.A137.07,0.117385395,0,0.020097844,0.148154663,0,0.267482103,0.075095487,0.018517736,0.0250755,0,0,0.010272817,0,0.137812106,0.071659282,0.081403829,0.001255772,0,0.025787467,0,0,0,MUT
TCGA.BG.A0MK.01A.51R.A19W.07,0.003547795,0.007281854,0.007344397,0.066100591,0,0.330062936,0,0,0.079281815,0,0,0.067692966,0.02864713,0.094507168,0.005632772,0.170707844,0.062138155,0,0.066304658,0,0,0.01074992,MUT
TCGA.D1.A161.01A.11R.A118.07,0.011655208,0.017338473,0,0.172679213,0,0.217406406,0,0.020704822,0.135188289,0,0,0.102114061,0.020336356,0.098369799,0.02027547,0.091166497,0.027026271,0.005064534,0.060674601,0,0,0,MUT
TCGA.DF.A2L0.01A.11R.A180.07,0.062415181,0,0.058564722,0.061644124,0,0.049048402,0.004576338,0.011072469,0.090828703,0.054057033,0,0,0,0.378840603,0.070093319,0.125367177,0,0,0.032548561,0,0,0.000943367,MUT
TCGA.QF.A5YS.01A.11R.A31O.07,0,0,0.011833794,0.134620666,0,0.254973809,0.012810666,0.072308504,0.042367925,0,0,0.038931246,0,0.297813789,0.035439343,0.059140927,0.026641232,0.010929901,0,0,0,0.002188198,MUT
TCGA.A5.A2K5.01A.11R.A180.07,0.009693029,0,0.000855618,0.31052239,0,0,0.006437243,0.042762649,0.038411403,0,0,0.099502648,0.023949403,0.156193592,0.10240007,0.147189334,0.012765175,0,0.049317448,0,0,0,MUT
TCGA.AX.A05S.01A.11R.A00V.07,0.079210512,0,0.012993863,0.194021533,0,0.003938001,0,0.035206256,0.026756673,0.020951959,0,0.073146536,0.001440824,0.306389123,0.076278123,0.114975388,0.003722714,0,0.03458912,0,0,0.016379375,MUT
TCGA.D1.A17T.01A.11R.A12I.07,0.084132514,0,0.047333536,0.088106422,0,0.208843648,0,0.022662713,0.085681923,0,0,0.09083917,0.00505976,0.186689556,0.055019865,0.055172006,0.034981779,0,0.035477109,0,0,0,MUT
TCGA.AP.A0LJ.01A.11R.A040.07,0.009763387,0,0,0.134036831,0,0.112257064,0,0,0.106464636,0,0,0.076296129,0,0.353342914,0.014857053,0.031461609,0.108196046,0,0.053324331,0,0,0,MUT
TCGA.AJ.A3BI.01A.11R.A213.07,0.000308178,0,0.015374467,0.256103613,0,0.037372401,0.074832148,0.005192465,0.05981954,0,0,0.039356707,0.008074729,0.198598338,0.01959898,0.16492487,0,0.071906838,0.048536727,0,0,0,MUT
TCGA.BS.A0V7.01A.21R.A118.07,0.045391505,0,0.045378217,0.401304536,0,0.082685355,0.035402015,0.069210349,0.064859422,0,0,0.044030527,0.016410181,0.046754083,0.002203957,0.057838561,2.37E-05,0.032011564,0.056496036,0,0,0,MUT
TCGA.A5.A0GU.01A.11R.A16W.07,0.104274585,0,0.011392734,0.132685246,0,0.14586631,0,0.036261658,0.117000143,0,0,0.08900077,0,0.11088222,0.046450273,0.10744244,0.043412127,0,0.044445942,0,0.010885551,0,MUT
TCGA.B5.A11L.01B.21R.A13S.07,0.204949798,0,0.187732181,0.085117412,0,0.157996856,0,0.009543678,0.053422915,0,0,0.007180359,0,0.189978048,0.033746749,0.029589423,0,0,0.011385456,0.005954565,0,0.023402562,MUT
TCGA.D1.A101.01A.12R.A10J.07,0.073031164,0,0.019980924,0.327057543,0,0.006274494,0.052057346,0.039539895,0.110735102,0,0,0.107013365,0.020429228,0.041968908,0.097398787,0.031701681,0.001247991,0,0.07156357,0,0,0,MUT
TCGA.DF.A2KV.01A.11R.A180.07,0.008885011,0,0.030142976,0.045873381,0,0.130995414,0,0.013288884,0.021567196,0,0,0.073152487,0,0.253255422,0.023962634,0.106863279,0.135014293,0,0,0.016606729,0,0.140392292,MUT
TCGA.D1.A15X.01A.11R.A118.07,0.020318867,0,0.004240838,0.329988087,0,0.001459167,0.224572971,0.056370067,0,0,0.056580862,0.043070955,0,0.016905079,0.108485132,0.016498665,0.001999196,0.029498542,0.079767023,0,0,0.010244549,no alteration
TCGA.E6.A2P9.01A.11R.A19W.07,0.031351395,0,0.00478429,0.275750231,0,0.132546346,0.047671715,0.074512557,0.088095444,0,0,0.00444677,0,0.124750991,0.064293432,0.110518368,0.019007441,0,0.022271019,0,0,0,MUT
TCGA.EO.A3KW.01A.11R.A22K.07,0.010368832,0.04409985,0,0.037145053,0,0.248217888,0.027629717,0.021429281,0.014013502,0.008353946,0,0.022338671,0,0.253313507,0.089163403,0.138819612,0,0.062697564,0.022409175,0,0,0,no alteration
TCGA.AX.A06H.01A.11R.A118.07,0.087886851,0,0.037012961,0.199939424,0,0.17052236,0.102470661,0,0.047363075,0.081947847,0,0.020292153,0,0.098730749,0.066498435,0.042329538,0.008425207,0,0.036580738,0,0,0,MUT
TCGA.BK.A13C.01A.11R.A118.07,0.011016056,0,0.019951798,0.016733031,0,0.216394076,0,0,0.017229137,0,0,0.018757511,0.04624508,0.237540301,0,0.175040024,0,0.178025034,0.050879948,0,0.003786207,0.008401797,MUT
TCGA.D1.A16Q.01A.12R.A12I.07,0.09440516,0,0.076831205,0.290247525,0,0.052892219,0.048745013,0.064349136,0.061866733,0,0,0.067357845,0.009367874,0.04715816,0.035571497,0.069219026,0.008120712,0,0.073867894,0,0,0,MUT
TCGA.AX.A3G1.01A.11R.A22K.07,0.070647577,0,0.22315564,0.120962068,0,0.107397279,0.076567013,0.028635297,0.048498249,0.018174195,0,0,0,0.106696355,0.090215718,0.05218429,0,0.025277271,0.030032437,0,0,0.001556609,HOMDEL 
TCGA.EY.A4KR.01A.11R.A27V.07,0.010977762,0.003497385,0.002911431,0.151811087,0,0.12258353,0.034507192,0.042917527,0.021722669,0,0,0.086455189,0,0.238345778,0.088321125,0.124949801,0.010639567,0,0.060359958,0,0,0,no alteration
TCGA.B5.A1MR.01A.31R.A14D.07,0.017851079,0,0.057996215,0.264980221,0,0.04604708,0.104615476,0.000996474,0.052727928,0,0.062507538,0,0.004462965,0.268853369,0.044455944,0.07450571,0,0,0,0,0,0,MUT
TCGA.B5.A11J.01A.11R.A118.07,0.056920745,0,0.001835748,0.05654501,0,0.116033287,0.003892927,0.062211943,0.103855661,0.023701083,0,0.026168514,0,0.392310198,0.040908052,0.064964741,0,0.015603862,0.03504823,0,0,0,MUT
TCGA.DF.A2KU.01A.11R.A180.07,0.014185313,0,0.066813095,0.240190238,0,0,0.078673201,0.021313702,0.069162525,0,0.033488227,0,0,0.240551992,0.072266196,0.137015202,0.007641662,0,0.018698647,0,0,0,MUT
TCGA.EO.A2CH.01A.11R.A180.07,0.085446017,0,0.001732942,0.114395072,0,0.235603389,0,0.025829946,0.049367625,0,0,0.05851536,0.00393968,0.200475293,0.044777744,0.118189586,0,0.050084207,0.002678962,0,0,0.008964179,HOMDEL 
TCGA.AP.A0L9.01A.11R.A040.07,0,0.042303007,0,0.034723056,0,0.021280256,0,0.038119238,0.065440215,0.000567237,0,0.051862314,0,0.590653696,0.05474433,0.032680596,0,0.012370513,0,0.055255542,0,0,no alteration
TCGA.FI.A2D6.01A.11R.A17B.07,0.032555647,0,0.000469562,0.184670779,0,0.035432502,0.07002042,0.071921638,0.032871698,0,0.026031835,0.012614689,0.005842816,0.216076206,0.118686933,0.164153556,0.008742032,0,0.019909686,0,0,0,MUT
TCGA.A5.A3LO.01A.11R.A22K.07,0.084770306,0,0.008169051,0.04125515,0,0.178304972,0,0.056153154,0,0,0,0.006006369,0,0.259395381,0.046771072,0.069359145,0,0.170567129,0.004735235,0,0,0.074513036,MUT
TCGA.BS.A0V6.01A.11R.A118.07,0.152821938,0,0.128855189,0.029068474,0,0.161395693,0.025122824,0.035200846,0.012325648,0.032628019,0,0.04403293,0,0.092348655,0.015523802,0.094933625,0.030693139,0.072318644,0.051323303,0,0.018679002,0.002728268,MUT
TCGA.A5.A1OJ.01A.11R.A14D.07,0.147483899,0,0.015706832,0.106555844,0,0.191453302,0,0.026954525,0.045488116,0,0,0.13812387,0.001466414,0.101765708,0.00112445,0.037303995,0,0.026276733,0.127211665,0,0,0.033084648,MUT
TCGA.2E.A9G8.01A.11R.A40A.07,0.043025867,0,0.029814565,0.08968523,0,0.230368908,0.011975969,0.129912809,0.037431562,0.045265571,0,0.034732341,0,0.117474275,0.097576626,0.037096642,0,0.052785287,0.042854349,0,0,0,no alteration
TCGA.AP.A059.01A.21R.A118.07,0.028440594,0,0.012937764,0.27587002,0,0.052808072,0.101593102,0.053425205,0.053536924,0.010361742,0,0.101629268,0,0.130635745,0.044996302,0.072408757,0.012973296,0,0.048383209,0,0,0,MUT
TCGA.B5.A11O.01A.11R.A118.07,0.01302044,0,0.003790971,0.032104149,0,0.248674398,0,0.028739588,0.086076146,0,0,0.0316079,0,0.328397161,0.038047659,0.048832727,0.054814457,0,0,0.012955204,0,0.072939202,MUT
TCGA.QS.A5YQ.01A.11R.A31O.07,0.030581412,0,0.086257463,0.199145307,0,0.157806229,0.000723588,0.032940259,0.081075428,0,0.004590689,0.031706219,0.001685965,0.227899731,0.042352212,0.08365422,0,0,0.019581278,0,0,0,MUT
TCGA.AP.A0LM.01A.11R.A118.07,0.214927353,0,0.026701016,0.245594414,0,0.12042473,0.071907748,0.085999905,0.030066163,0,0,0.019879186,0,0.044253705,0.043010034,0.048436417,0,0,0.048799329,0,0,0,no alteration
TCGA.D1.A1NU.01A.11R.A14D.07,0.119686748,0,0.009482666,0.068945549,0,0.041697211,0.055819444,0.025787705,0.009428205,0,0,0.024901473,0,0.420092466,0.057002253,0.101530084,0,0.044265356,0.021360841,0,0,0,no alteration
TCGA.E6.A1LZ.01A.11R.A144.07,0.127698728,0,0.052390705,0.254320757,0,0,0.051131797,0.038496341,0.080689984,0,0,0.030272806,0.009416576,0.025189237,0.183498691,0.072873866,0,0.032920828,0.041099683,0,0,0,no alteration
TCGA.D1.A3JQ.01A.11R.A22K.07,0.0119283,0,0.005883296,0.086000861,0,0.160068892,0,0.044359507,0.032252287,0,0.020650951,0.075508648,0.002319215,0.245685317,0.011739501,0.161863245,0,0.086117271,0.055622708,0,0,0,no alteration
TCGA.B5.A5OD.01A.11R.A31O.07,0.026667399,0,0.073506717,0.133312808,0,0.130779047,0,0.006230104,0.049631568,0,0,0.029210492,0.027837818,0.136782897,0.021069008,0.17602504,0.182202088,0,0.003004671,0,0,0.003740343,no alteration
TCGA.PG.A6IB.01A.21R.A31O.07,0.013276725,0,0.043553463,0.332594518,0,0.007881128,0.079607761,0.040595193,0.05152135,0,0,0.052554187,0.009407623,0.118504492,0.083681026,0.12375424,0.007249899,0,0.035818394,0,0,0,MUT
TCGA.EO.A22R.01A.11R.A18M.07,0.092865298,0,0.011163765,0.306325648,0,0.051089603,0.081222877,0.028762751,0.023824148,0,0,0.045778534,0.027425888,0.032835842,0.050329459,0.139918746,0.006739379,0.0078555,0.087307959,0,0.006554604,0,MUT
TCGA.B5.A0JZ.01A.11R.A040.07,0.033861869,0,0.011367848,0.232221064,0,0.146328553,0.049810276,0.047853845,0.088721451,0,0,0.046335476,0,0.126866841,0.066832163,0.074804736,0.020813065,0,0.054182813,0,0,0,MUT
TCGA.AX.A06F.01A.11R.A00V.07,0.026632269,0,0.006986294,0.212339347,0,0.069755541,0.078334622,0.044657508,0.028582289,0,0.000552611,0.006758589,0.010522047,0.190471597,0.126422411,0.169402118,0.01588258,0,0.012700176,0,0,0,MUT
TCGA.A5.A1OG.01A.11R.A14D.07,0.061912846,0,0,0.26896616,0,0.10970204,0.057061042,0.150808816,0.070465538,0,0,0.035843606,0.003890888,0.056688805,0.08359852,0.086671778,0,0,0.014389961,0,0,0,no alteration
TCGA.EO.A3AZ.01A.12R.A19W.07,0.021616668,0,0,0.293559844,0,0,0.081348469,0.063074601,0.025932588,0.009137777,0,0.044685198,0,0.217623658,0.081612785,0.124836929,0.00571606,0,0.030855423,0,0,0,no alteration
TCGA.BK.A6W3.01A.12R.A34R.07,0.056680362,0,0.051830386,0.239025944,0,0.111075761,0.081908246,0.09498512,0.043911681,0.037889792,0,0,0.004777682,0.036641545,0.128696515,0.077886017,0.004228164,0,0.027489938,0,0,0.002972846,MUT
TCGA.B5.A1MU.01A.11R.A13S.07,0.030799711,0,0.001007472,0.04499063,0,0.118085533,0,0.013356879,0.008833289,0,0,0.025060763,0,0.622980757,0.100514148,0.034370818,0,0,0,0,0,0,no alteration
TCGA.E6.A1M0.01A.11R.A144.07,0.090770226,0,0.020548437,0.092357493,0,0,0.104101205,0.064509168,0.006679872,0.075356855,0,0.099606932,0,0.250443415,0.046699422,0.095212318,0.009766729,0,0.043947928,0,0,0,MUT
TCGA.AP.A05P.01A.11R.A16W.07,0.116832771,0,0,0.131464102,0,0.211779505,0,0.068336501,0,0,0,0.135861636,0.007619989,0.070810803,0.023647843,0.067813882,0.019850707,0.019502339,0.126479923,0,0,0,MUT
TCGA.EO.A22X.01A.11R.A180.07,0.03159359,0,0.008688106,0.096876684,0,0.117622446,0.019805719,0.113912764,0,0,0,0.066525463,0,0.271906891,0.0591528,0.164439408,0,0,0.049417194,0,0,5.89E-05,MUT
TCGA.A5.A0G5.01A.11R.A040.07,0,0,0.056692645,0.334934337,0,0.061491381,0.100053229,0.03435393,0.04920814,0,0.002436686,0.024370645,0.028389416,0.124376787,0.043924857,0.135901897,0,0.003097526,0,0.000768524,0,0,no alteration
TCGA.BG.A222.01A.11R.A157.07,0.035889771,0,0.001520712,0.119829514,0,0.121437117,0.034560508,0.061988286,0.035383114,0,0.02428001,0.000452962,0,0.389844137,0.02209718,0.06719084,0,0.049248319,0,0.033504683,0,0.002772846,MUT
TCGA.B5.A3S1.01A.11R.A22K.07,0.088225162,0,0.03604006,0.077444528,0,0.212426535,0.064496801,0.123019619,0,0.001208841,0,0.021823764,0,0.068997437,0.146908437,0.09981657,0.025177404,0,0.011509109,0,0.019221734,0.003684001,no alteration
TCGA.AJ.A8CT.01A.11R.A37O.07,0.065911248,0,0.170921599,0.202414606,0,0.145416963,0.005859631,0.035867798,0.09153476,0,0,0.029693615,0,0.085217443,0.077088111,0.058119255,0,0,0.031680505,0,8.77E-05,0.000186766,MUT
TCGA.DF.A2KN.01A.11R.A180.07,0.040915605,0,0.001208311,0.251220548,0,0.072082638,0.11228355,0.033699937,0.025900689,0,0,0.014991572,0,0.221513656,0.051827434,0.131209033,0.014109488,0,0.029037538,0,0,0,MUT
TCGA.B5.A0K2.01A.12R.A104.07,0.076049746,0,0.113925236,0.120789228,0,0.320948277,0.029744951,0.010068107,0.017187335,0,0.010994539,0.00919888,0,0.083264463,0.04941081,0.087807799,0.039697085,0.00845657,0.020639563,0,0,0.001817413,HOMDEL 
TCGA.EO.A3KU.01A.11R.A22K.07,0.132135983,0,0.00625122,0.052381797,0,0.143785777,0,0.068581229,0,0,0,0.044730287,0,0.209065232,0,0.048945753,0,0.26292383,0.031198892,0,0,0,no alteration
TCGA.A5.A0G2.01A.11R.A16W.07,0.028834513,0,0.019256502,0.149538499,0,0.225245475,0.073710831,0.063684763,0.050630926,0,0,0.08691255,0.002889561,0.087271906,0.092132243,0.08008668,0.014947804,0,0.020631703,0,0.002226069,0.001999975,MUT
TCGA.EO.A22S.01A.11R.A18M.07,0.094264953,0,0.007081897,0.114945422,0,0.172653587,0.027615194,0.059366979,0.010915682,0,0.011118475,0,0,0.337007792,0.04386117,0.064815942,0,0.017645527,0,0.038707381,0,0,MUT
TCGA.D1.A17A.01A.11R.A12I.07,0.073541562,0,0.004876396,0.105167062,0,0.116020752,0,0.046786179,0.059026994,0.010410718,0,0.069259197,0,0.314806306,0.000963324,0.12927444,0,0.042745307,0.003289117,0,0,0.023832644,MUT
TCGA.AJ.A2QN.01A.11R.A18M.07,0.22104445,0,0.037125781,0.041566703,0,0.154629548,0,0.021078874,0.040559287,0,0,0,0.001736485,0.260304535,0.01323436,0.130117881,0,0.030525313,0.048076786,0,0,0,MUT
TCGA.E6.A8L9.01A.21R.A37O.07,0.002596174,0,0.012378211,0.171097448,0,0.000130824,0.116022854,0.033196558,0.003174998,0.000190615,0.006038759,0.22466227,0.003113783,0.102383228,0.028601353,0.116193808,0.003601586,0.006459041,0.170158488,0,0,0,MUT
TCGA.AP.A0LS.01A.11R.A14D.07,0.139292077,0,0.136124768,0.219790148,0,0.021949522,0.11771677,0.101698522,0.035109304,0,0.013787761,0.026970232,0.001537638,0.055527375,0.039083328,0.061119677,0.030264725,0,2.82E-05,0,0,0,MUT
TCGA.FI.A2F4.01A.11R.A17B.07,0.038913962,0,0.004166528,0.29784243,0,0.06576782,0.067174652,0.097152659,0.111293714,0,0.046197917,0,0.009376444,0.013670402,0.113126932,0.113574639,0.009304635,0,0.012437266,0,0,0,MUT
TCGA.BS.A0U7.01A.21R.A104.07,0.098145486,0,0.069609342,0.158784288,0,0.215977925,0.080936786,0.028398987,0.035031504,0,0,0.031485634,0,0.102514109,0.035067696,0.095134031,0.016277188,0.008852843,0.023784181,0,0,0,MUT
TCGA.DF.A2KR.01A.11R.A180.07,0.079496569,0,0.066967152,0.122802775,0,0.197077543,9.73E-05,0.030580487,0.042298468,0,0,0.050201124,0.047334723,0.103035379,0.053340278,0.105976921,0.027807792,0.040260884,0,0,0,0.032722584,no alteration
TCGA.BG.A0M2.01A.11R.A104.07,0.055433391,0,0.013341683,0.06463054,0,0.241384906,0.004276066,0.024911783,0.072214423,0,0.004119698,0.011558939,0,0.473903509,0,0.011477274,0,0.007673366,0,0.015074421,0,0,MUT
TCGA.KP.A3W0.01A.21R.A22K.07,0.084345936,0,0,0.046371627,0,0.201369546,0,0.074136472,0.002198947,0.002654018,0,0.032820416,0,0.189309909,0.127056629,0.098135791,0.111543484,0,0.030057224,0,0,0,no alteration
TCGA.A5.A0R8.01A.11R.A104.07,0.026675238,0,0.044689375,0.151703809,0,0.22089676,0,0.011764801,0.06974202,0,0,0.082765452,0.002972049,0.097490185,0.048282084,0.091362271,0.028823808,0.002081132,0.059026285,0,0,0.061724731,MUT
TCGA.AX.A06J.01A.11R.A00V.07,0.049152643,0,0.03421108,0.265525501,0,0.104300915,0,0.01137963,0.071399242,0,0,0.08549981,0.021491203,0.234764298,0.031777063,0.018724871,0.040007193,0.014044888,0.016524643,0,0.000498444,0.000698576,MUT
TCGA.A5.A0GJ.01A.11R.A040.07,0.003830535,0.00084677,0.010431703,0.152835678,0,0.136731729,0,0.021383493,0.111793532,0,0,0.092097098,0.00449666,0.281178627,0.038154572,0.027344015,0.024550532,0.000475054,0.093850002,0,0,0,HOMDEL 
TCGA.AJ.A2QO.01A.11R.A32Y.07,0.074851436,0,0.112507317,0.147480786,0,0,0.042688198,0.045022335,0.01215507,0,0.043336624,0.01986398,0.007018616,0.314150287,0.05886952,0.093583597,0,0.020109438,0,0,0,0.008362795,MUT
TCGA.A5.A0VQ.01A.11R.A104.07,0.110467107,0,0.048880605,0.074205392,0,0.280566886,0.009609702,0.034477769,0.062913302,0,0,0.045535069,0.008241212,0.183255496,0.015026992,0.035610258,0.011687232,0.022361778,0.003285498,0.046703507,0,0.007172195,MUT
TCGA.B5.A11Y.01A.21R.A10J.07,0.011734183,0,0,0.29253121,0,0,0.008965334,0.100187827,0.15155498,0,0,0.108143864,0.003680288,0.008302572,0.136406109,0.101938785,0.013285519,0,0.04691656,0,0,0.016352769,MUT
TCGA.QS.A5YR.01A.31R.A31O.07,0.031039193,0,0.317742335,0.079838562,0,0.136356629,0,0.02264499,0.026584881,0,0.006458532,0.024927308,0.000651935,0.182267037,0.021549593,0.084654348,0.039363573,0,0,0.000296976,0,0.025624108,MUT
TCGA.AJ.A3EK.01A.11R.A19W.07,0.054861801,0,0.020703828,0.145395812,0,0.09136543,0.101238363,0.091648089,0.026917932,0,0,0.024121924,0,0.169869485,0.055760327,0.16549792,0.007858574,0,0.036580796,0,0.006580908,0.001598809,MUT
TCGA.BG.A0M4.01A.11R.A104.07,0,0.001553359,0,0.078214359,0,0.202041868,0,0.02157877,0.025774629,0,0,0.028225361,0.00446371,0.156214808,0.060197201,0.300751143,0,0,0.10809752,0,0,0.012887273,MUT
TCGA.AX.A3FZ.01A.11R.A22K.07,0.081752221,0,0,0.06198452,0,0.01887395,0,0.062011391,0.007776293,0,0,0.052877765,0,0.452722892,0.001206684,0.21200134,0,0.018061505,0.03073144,0,0,0,MUT
TCGA.AP.A1DR.01A.11R.A137.07,0.0327278,0,0.017110511,0.197246934,0,0.124332086,0.028623398,0.034925969,0.061901338,0,0,0.036912853,0.003814133,0.23602194,0.000180008,0.072021568,0,0.06642906,0,0.084697071,0.00305533,0,MUT
TCGA.D1.A16N.01A.11R.A12I.07,0.113744508,0,0.032669583,0.215123022,0,0.046887734,0,0,0.095767988,0,0,0.024830765,0.015078374,0.223641765,0.046417245,0.082959406,0,0.064097172,0.023339057,0,0,0.015443381,MUT
TCGA.A5.A1OK.01A.11R.A14M.07,0.061727591,0,0.008550558,0.054393334,0,0.306044543,0,0.008138503,0.028770215,0,0,0.076199993,0.052521146,0.078609554,0.044512266,0.10670169,0.10036563,0.014195604,0.05754344,0,0.001725933,0,no alteration
TCGA.D1.A17F.01A.11R.A12I.07,0.023793003,0,0.007130161,0.20645903,0,0.107382961,0.002876556,0.089012416,0.125067689,0,0,0.052134659,0.005091105,0.133251599,0.033185438,0.152905869,0.037799091,0,0.023910423,0,0,0,MUT
TCGA.BG.A0MI.01A.11R.A040.07,0.033194472,0,0.004376438,0.05110066,0,0.057694993,0.015719268,0.025205192,0.037587011,0,0.089500808,0.090825376,0.051644397,0.245038298,0.052443186,0.125904179,0.015036769,0.014239045,0.090489909,0,0,0,MUT
TCGA.DI.A1BY.01A.21R.A137.07,0.090027313,0,0.171068208,0.169363873,0,0.054517276,0.004144081,0.077423019,0.097217037,0.023673539,0,0.006221632,0,0.215365873,0.071879999,0,0,0,0.019098151,0,0,0,MUT
TCGA.BG.A3EW.01A.11R.A22K.07,0.010965228,0,0.024745991,0.064417254,0,0.057267076,0,0.082903969,0.028598469,0,0,0.041575675,0.001056943,0.320280937,0.048093048,0.067187476,0,0.15972639,0,0.084793075,0,0.008388469,MUT
TCGA.EO.A3AS.01A.11R.A19W.07,0.109235211,0,0.158292272,0.06214085,0,0.218810837,0.011129862,0.014978648,0,0.010720276,0,0.039845499,0.042814486,0.035148498,0.059319461,0.083052532,0.01160345,0.09763138,0.045276737,0,0,0,MUT
TCGA.AX.A2HJ.01A.11R.A17B.07,0.028822223,0,0.006467152,0.061427182,0,0.163951878,0.002639668,0.036780746,0.006596261,0.047641452,0,0.08568198,0,0.300969867,0.078265957,0.129492403,0,0,0.051263231,0,0,0,MUT
TCGA.AX.A3G4.01A.11R.A213.07,0.037666499,0.059691867,0.014789579,0,0.002274676,0.064985984,0.001098653,0,0.022179645,0.209462998,0,0.003621186,0,0.255929112,0.100308716,0.043039247,0,0.054273804,0.130678035,0,0,0,MUT
TCGA.D1.A0ZS.01A.11R.A118.07,0.024920125,0,0,0.213109715,0,0,0,0,0.02600282,0,0.026179089,0,0,0.524309439,0.023865057,0.069105594,0,0.043208655,0,0.040459255,0,0.008840251,MUT
TCGA.AJ.A5DW.01A.11R.A27V.07,0.021689082,0,0.021101646,0.168375472,0,0.144334732,0.128398153,0.067347159,0,0.039359306,0,0.046959003,0,0.047908004,0.085388814,0.162548734,0.020957669,0,0.045632227,0,0,0,MUT
TCGA.B5.A11N.01A.11R.A118.07,0.054431955,0,0.140132534,0.233975013,0,0.14071478,0.058178566,0.073307504,0.068077683,0,0.005873844,0,0.00223553,0.1026826,0.048400041,0.060557651,0,0,0,0.011432298,0,0,MUT
TCGA.A5.A0GH.01A.21R.A16W.07,0.085326831,0,0.020497604,0.282913614,0,0.079880693,0.087447461,0.136100216,0,0,0,0.06647668,0,0.101785619,0.027174069,0.086217367,0,0.026179846,0,0,0,0,MUT
TCGA.AX.A2H2.01A.11R.A180.07,0.023041906,0.017582413,0.097817144,0.121358495,0,0.191438359,0,0.094887813,0.042546614,0,0,0.031819282,0,0.128549478,0.103960245,0.078716051,0,0.041282635,0.026999565,0,0,0,no alteration
TCGA.B5.A1N2.01A.21R.A144.07,0.167006951,0,0,0.123506259,0,0.095574562,0,0.064017843,0.105975331,0,0,0.045422263,0,0.148807509,0.168089349,0.047324196,0,0,0.034275738,0,0,0,no alteration
TCGA.D1.A0ZR.01A.21R.A10J.07,0.071283273,0,0.038732594,0.08728686,0,0.178385207,0,0,0.117386628,0,0,0.080469061,0,0.14498153,0,0.092096462,0.102772484,0.019619036,0.037617486,0,0,0.029369378,MUT
TCGA.D1.A16E.01A.22R.A12I.07,0.094680835,0,0.00418375,0.172890377,0,0.238941267,0,0.010144526,0.090212041,0,0,0.099742498,0.024225985,0.024389478,0.023586318,0.135544314,0,0.005802554,0.052584133,0,0,0.023071924,MUT
TCGA.AX.A3G7.01A.12R.A213.07,0.034858499,0.034650488,0,0.159590431,0,0.143580763,0,0.032895155,0.000530039,0.035158946,0,0.019269871,0,0.079277315,0.069150142,0.120536354,0,0.220909617,0.049540931,0,0,5.14E-05,MUT
TCGA.AJ.A5DV.01A.11R.A27V.07,0,0.03143834,0.045335196,0.00736513,0,0.123788394,0,0.026436241,0.002007718,0.0336178,0,0.072416105,0,0.18200051,0.012614254,0.126836296,0.129605234,0.038160539,0.042505225,0,0.028831573,0.097041447,MUT
TCGA.BG.A0M7.01A.11R.A040.07,0.115909084,0,0.084722801,0.097021989,0,0.097669615,0,0,0.101076284,0,0,0.07915163,0,0.270637682,0.017596386,0.106892851,0,0.004293183,0.025028496,0,0,0,MUT
TCGA.AX.A1CA.01A.12R.A137.07,0.192954132,0,0.081455945,0.120479717,0,0.08404394,0,0.201175031,0.042240351,0,0,0.050125492,0.001685865,0.102142369,0.090590606,0.006693602,0,0,0.026412951,0,0,0,no alteration
TCGA.A5.AB3J.01A.11R.A40A.07,0.194917807,0,0.075250055,0.061652165,0,0.249070438,0.002034297,0.01261072,0.048095746,0.021438141,0,0.053916677,0,0.137557773,0.013842339,0.060274563,0,0,0.069339278,0,0,0,no alteration
TCGA.A5.A0VP.01A.21R.A104.07,0.151703926,0,0.077593088,0.203471024,0,0.150731722,0,0.072217442,0.065692439,0,0,0.065118422,0.013277762,0.04745388,0.017609211,0.058299967,0.015021558,0.004722857,0.03991604,0,0,0.017170662,MUT
TCGA.B5.A1MX.01A.11R.A144.07,0.115785534,0,0.093610008,0.164855627,0,0,0.063744225,0.058321772,0.00900027,0,0,0.045211747,0,0.252630081,0.083703014,0.103143081,0.009994642,0,0,0,0,0,MUT
TCGA.AJ.A3TW.01A.11R.A22K.07,0.017438062,0,0.016210727,0.060023807,0,0.107471329,0.031272401,0.013350977,0.039851071,0,0,0.044362429,0.075153106,0.307092332,0.100466966,0.155008033,0.024526018,0,0.007772742,0,0,0,no alteration
TCGA.A5.A0GX.01A.11R.A040.07,0.009899195,0,0,0.316873035,0,0,0,0.046575744,0.187901438,0,0,0.079539677,0,0.190478233,0.041727163,0.082440378,0.022045594,0,0.022519543,0,0,0,MUT
TCGA.EY.A1GE.01A.11R.A13S.07,0.090947915,0,0.025173651,0.03845887,0,0.346171539,0.009021967,0.021850078,0.024913084,0.024529681,0.001679942,0,0,0.293428026,0,0.092757724,0,0,0.007050629,0.024016895,0,0,MUT
